,Autism,HAUS4,RNF181,KXD1,C1orf86,IRAK1,VIM-AS1,PDIA5,ACOT2,PDLIM2,COPE,HIST1H2BH,MCM5,WDR18,PTRHD1,RCN3,KCNG1,PCDHGC3,DPP7,ARHGEF19,GAPDH,HIST2H2BA,RPL27A,MFSD11,RPS14,DDIT4,EXOSC5,RPS2,RPS5,RPSAP58,C19orf33,SNAPC2,EPN1,PMF1,LSM12,LGALS3,LY6E,TMEM177,RPLP0,HIST1H4F,SLC1A5,TOP1MT,NOA1,EFNA1,GUSB,PGF,DDT,SARS2,IER5L,SNORA80,RPL32,TERC,FBL,NENF,POP7,RPL18,RAB20,CHEK1,SLC16A3,CLN6,DNAJC15,TMED3,MRPS34,LOC284889,SERINC2,EIF3F,RPSAP9,RPL28,MIF,C19orf48,ATF4,RFC2,GNB2L1,HPN,RPL13AP20,NFKBIB,RASSF7,RPL39L,INPP5F,XRCC1,HIST1H2BC,C8orf82,ECHDC3,TMUB1,RPL35,EXOSC6,HMGA1,ETHE1,THOC6,GAS5,RPL10,ARPC2,SNORA84,YDJC,HAUS7,WFDC2,VPS37B,DDTL,GLTSCR2,CAPG,CBS,RPL21,WRB,ZDHHC21,FAM199X,ABHD3,HNRNPH3,TMPO,CCDC126,FAM57B,ZIC3,WSCD1,ABHD13,ETNK1,PYGO1,YPEL3,KBTBD6,CXADR,RFK,PAGR1,MAZ,PRRT2,ID4,WIPI2,FANCF,THAP2,KCTD13,CDIPT,TMEM55A,MAPK3,LIN7C,ZDHHC2,TMEM38B,TMEM219,HIF1A-AS2,RHOBTB2,IPW,CORO1A,TAOK2,CPT1B,LYRM5,C7orf73,TMEM65,TCEAL1,SCOC,RNF11,PPP4C,SNRNP27,INO80E,KLHL42,C16orf52,PCDHGB6,UBE2D1,RFX3,TMEM41B,RNF138,ILDR2,ZC2HC1A,STAU2
BXS0117-3,0.0,5.984722,53.148552,32.07388,4.890005,7.319569,69.90283,6.28506,3.261985,1.87836,62.393088,168.457271,13.637632,12.568188,19.306254,5.748614,9.77777,7.235444,20.960672,2.109027,1004.833105,6.263578,122.670725,3.54122,1575.428012,65.986411,10.621749,1274.389504,908.85102,36.233754,2.444639,2.241972,11.189006,15.469808,16.477738,18.28791,34.187395,0.000354,1639.05932,28.239211,17.377934,1.54215,7.336257,4.775157,4.488774,1.434679,19.217324,3.341145,4.760003,86.102418,499.351363,39.441807,55.695134,20.605271,25.880581,750.379296,1.516444,2.21791,11.086536,4.642341,6.346441,49.050469,31.781227,36.055148,7.213417,141.319091,6.540524,123.512527,67.400971,20.932697,129.396664,6.642091,987.753918,1.498139,9.651905,2.704508,3.426744,14.656446,20.299646,13.182959,267.515681,4.496484,3.55511,6.425273,1439.523532,11.975632,42.13665,14.139925,11.06402,153.740685,428.349078,22.213809,156.524233,6.699435,5.503212,4.534934,10.445418,1.700414,59.412096,15.887706,16.382021,236.596864,32.896328,2.584163,8.748256,3.409921,17.064753,7.479687,4.753092,5.536297,4.257081,6.661854,4.793742,6.297177,6.703083,13.819618,11.156958,17.779372,13.876755,6.402981,43.778189,6.649733,52.030276,3.455412,7.030073,3.043435,4.072654,17.558678,5.197422,13.371093,17.396023,7.797268,4.733449,35.636771,9.909901,5.869834,2.024433,5.792214,6.567957,2.278392,9.681323,15.558574,4.840348,11.492375,32.896255,31.172351,44.53077,15.449755,13.886177,5.123753,3.584771,7.541922,11.88863,1.457756,11.398852,11.480249,1.40811,5.16016,7.99763
902-1,0.0,7.677199,50.587725,29.820059,8.202725,9.332057,78.420679,7.261044,1.737054,3.428258,72.459135,189.271495,15.105501,12.646396,17.80277,5.099205,8.665637,7.526571,21.343998,2.080001,1104.534084,7.5769,116.728042,4.805019,1569.768238,72.445268,11.126744,1356.071787,1036.430916,30.795555,2.959843,1.263301,12.284462,18.745497,16.3082,19.188428,34.113952,2.557239,1614.258034,41.566417,18.15678,2.165355,8.105225,3.816484,5.210853,2.243308,18.277925,4.024818,4.91657,21.012925,527.342518,47.81552,57.93516,20.480248,22.384802,773.620883,1.537589,3.087918,15.710752,4.601324,5.422838,42.238106,30.509793,31.791132,7.027877,177.504053,6.224081,136.809435,75.387553,19.874951,160.532045,11.00303,1121.638721,2.029659,6.652502,2.559152,4.156138,15.964357,19.291738,13.882784,327.149339,3.958844,2.452976,7.716888,1414.720696,12.57834,54.948528,13.303392,10.512786,213.32971,420.059182,34.253129,278.279221,5.689084,5.512648,4.516531,10.817267,1.792449,59.54313,13.911412,16.354472,645.253029,27.298758,2.549991,9.552559,3.326893,16.43749,8.520384,4.571721,5.505971,4.778774,6.444636,5.822719,6.813321,6.59389,15.831119,12.942818,18.807102,13.225635,6.847664,42.919936,6.673042,48.499404,4.566429,6.549486,2.941543,4.747084,17.407947,6.091406,14.90653,16.28771,7.609834,5.400117,25.21207,7.834584,4.564053,1.809964,5.657784,6.079799,1.730181,9.183334,15.717944,4.102225,11.653569,33.240606,33.73605,42.520871,16.198132,13.128325,5.732883,4.14402,8.389198,9.394486,2.539319,10.555869,10.671282,2.023511,4.612483,8.413756
902-2,0.0,6.114098,50.121735,28.541618,6.449107,6.882998,67.387441,6.065074,1.520983,2.50062,59.355247,148.758296,11.277646,13.336243,16.598317,5.92279,10.07637,5.525147,18.224058,1.4817,937.183349,7.932147,106.206477,3.773619,1403.638442,67.259642,13.674684,1369.057624,979.011189,26.684349,3.620746,2.702957,12.738027,14.19802,16.317054,16.39559,28.562132,1.859045,1537.307445,22.600343,14.269659,3.565131,8.896174,4.636927,5.081407,1.960324,15.54709,3.47688,4.367361,39.759004,466.374244,48.265019,68.653189,15.199638,26.221849,725.655375,1.539352,1.822467,13.951912,3.384216,4.366183,46.167262,34.159105,28.100316,6.443976,166.928904,4.765776,157.535396,72.375244,17.357017,140.786529,8.04692,1060.596119,0.998911,6.934622,2.039763,2.86032,15.328362,14.908612,12.749223,250.897323,4.282008,2.806053,9.635487,1307.327935,11.410596,43.006744,12.126999,8.635338,202.211823,380.690491,21.378574,257.673388,5.935024,6.559671,2.204114,11.151995,1.679532,51.568281,10.462171,15.480582,613.516883,36.515635,2.877441,8.273314,3.867897,9.807515,10.69881,5.624984,6.136668,4.212944,7.784796,4.809668,6.49367,5.665437,18.076958,14.425033,19.587864,17.128787,6.490208,44.028486,8.732531,51.780228,5.048626,8.622639,3.794232,5.642198,17.40563,6.423328,13.304191,15.097534,8.348394,4.903492,25.548561,6.781866,4.32602,1.476621,6.33013,6.109134,3.34614,8.675421,15.336986,4.465829,14.390037,32.72332,34.619077,39.243182,15.962891,12.655341,4.582816,3.806521,7.793475,11.130387,2.260533,11.69807,11.386979,1.599482,4.316863,8.927692
902-3,0.0,6.820339,38.785526,24.896514,7.070021,4.26011,129.175433,3.886271,0.960575,1.029853,52.498333,173.075411,10.406936,13.51411,20.913881,3.606909,10.203993,5.242351,11.292114,1.31206,903.487824,7.613913,111.133351,2.485698,1102.461657,112.342418,9.987548,993.447239,718.819828,26.952188,1.02575,4.255951,13.100103,12.183943,14.035071,7.31112,11.999634,3.026478,1228.798706,4.222495,14.164806,2.385467,7.831704,2.187147,4.091998,2.216287,25.173404,5.307573,5.10772,171.232362,328.946595,44.756096,52.775225,10.193618,19.048236,603.90355,0.673302,2.283978,1.917119,1.588953,3.656204,41.996578,28.514945,23.470087,7.30923,158.105511,5.699376,100.172738,60.641274,11.874131,157.01563,7.184184,804.162277,0.575613,7.219606,2.486257,3.05164,8.387091,25.899396,11.00875,307.232595,4.711974,3.034188,9.587446,1051.164762,7.5402,37.677328,9.981081,7.482002,196.5507,311.178344,27.089488,175.801562,3.461436,4.721986,2.274204,11.358289,1.968343,59.287983,3.096248,11.197919,288.189645,27.826808,3.12733,5.320977,3.662766,27.001302,14.467083,5.147975,8.4807,9.823234,14.654962,2.946269,8.817195,5.529103,12.535459,11.161475,21.107649,11.386073,7.465019,29.28049,12.243886,36.565958,5.120067,6.460805,3.79141,6.616029,15.364574,7.214682,9.737629,16.16706,6.098958,4.149242,26.200311,6.245371,5.541483,2.039434,6.164696,7.836862,2.838468,6.434517,14.364407,4.352738,7.098039,37.468042,31.980051,29.032821,14.407831,11.293574,5.631748,2.956704,8.600404,9.300363,9.518003,5.470762,6.994455,3.680875,5.598157,8.121163
1601-1,1.0,7.148544,38.516461,26.272628,10.653782,5.495202,160.001003,3.897104,1.345874,1.208927,60.981893,173.850521,10.254901,15.16444,20.940727,5.161343,11.013364,7.165822,11.682432,1.192418,1067.793881,11.78397,101.392015,2.984497,1198.269732,119.530356,8.979451,1047.074931,724.621385,27.295146,0.433033,4.502134,12.99033,10.222411,11.801673,7.444728,16.03324,0.470135,1188.100139,4.362618,12.890795,2.194626,7.006048,1.569586,3.54919,1.807587,23.534223,5.609148,6.57803,360.609121,320.544179,51.490369,54.026919,11.440918,16.90815,624.002781,0.530693,2.287437,8.687856,1.263439,2.263155,39.041522,30.955824,24.951096,8.673053,159.721754,7.211565,100.840032,79.361153,12.7435,146.637671,5.058951,774.093033,0.606773,9.053689,2.552838,4.484147,9.285506,22.354337,13.001987,307.396637,4.934555,2.771445,9.255589,1005.123651,8.322572,34.158673,10.212289,6.62185,163.744803,286.712936,31.88498,273.35082,3.066818,4.091951,1.60968,11.103333,2.250111,69.834333,3.022285,9.77134,335.249795,17.402929,2.170025,3.866333,2.797253,19.481155,9.081956,3.753523,8.29739,7.261558,14.081282,2.048117,4.347874,3.253457,14.282823,7.786143,12.758839,5.346095,7.577009,28.661361,13.532121,26.740266,4.887833,5.348911,2.517373,6.300562,13.866344,4.867446,9.34407,7.827398,4.219764,2.295135,23.750638,2.155802,5.2754,1.638519,7.363997,8.32329,3.622983,5.049932,9.114811,2.523283,4.453056,22.657455,19.9584,29.841346,5.816479,13.900588,4.277987,1.644562,11.280625,5.438803,5.708023,3.177133,2.397456,4.346626,4.18837,5.119838
1601-2,1.0,5.433305,58.683261,35.490557,9.574427,6.064245,156.559924,3.505979,1.330244,1.281269,77.990099,232.476313,11.060745,18.114049,28.163468,7.257849,10.339967,5.674406,14.279343,1.245953,1276.086019,12.803608,143.166602,3.081534,1738.933074,116.129856,12.918563,1491.873347,1121.63519,45.519952,2.260418,5.013785,13.517841,16.835425,12.71567,14.060581,10.712686,2.02408,1989.145496,7.803521,12.933382,0.997644,7.840895,3.337663,2.615743,2.808299,30.469142,6.439558,7.358449,271.366392,450.388526,74.553806,60.537277,15.576442,26.36074,917.881567,1.108918,2.871898,10.045954,1.84816,3.363185,64.266666,42.41835,36.484839,8.073638,162.801021,10.801129,145.985633,125.927791,17.713496,168.292646,6.713322,968.423049,1.383273,15.58499,3.980461,4.271924,15.870019,24.40779,11.886958,376.495287,5.427144,3.631006,11.447278,1724.707738,6.822617,36.170358,14.167244,9.642019,230.653519,429.518154,36.31679,259.370262,6.175093,5.715738,3.866182,10.433575,2.847478,81.228232,4.934396,10.53963,274.758166,18.415864,2.023282,3.402241,2.634033,12.486433,8.315291,4.605321,7.18543,6.405011,12.867325,2.273923,4.497827,2.856786,12.642843,5.868787,12.447946,7.20519,5.647216,32.997656,9.021238,29.532799,3.742697,4.672144,3.041968,4.811357,14.633494,4.748825,9.56347,8.166567,4.498584,3.475378,34.614052,1.743852,4.142093,0.824364,6.738693,6.651654,2.524518,4.853603,11.818064,2.470822,5.598815,27.256719,20.217534,37.4472,4.671453,17.332856,3.401783,1.333006,5.232145,6.123587,5.154934,3.746193,5.271339,3.151809,3.061363,6.478153
1601-3,1.0,5.643604,57.772318,27.393606,5.957018,4.942719,120.035211,6.640979,1.634672,4.593537,89.288696,189.625991,13.809635,15.615673,18.009352,10.071658,6.248391,10.580167,12.214822,1.399712,1585.41541,6.388896,105.585102,4.317107,1565.035295,125.148239,9.984531,1418.317963,894.720273,19.430375,1.172361,4.554274,15.752062,21.663607,15.676923,14.283481,21.612007,4.280138,1325.508524,34.40805,16.655278,3.394871,6.933361,2.846756,5.616255,3.884382,27.469003,4.290459,6.738873,140.850678,421.598303,50.215364,43.269032,18.882806,20.092576,740.399336,1.73346,2.004439,15.570484,4.36739,4.266428,42.068531,27.532436,41.784014,6.130911,175.954066,1.882816,129.375235,98.528836,19.301652,143.886783,9.617035,936.795171,0.758413,6.501075,2.909912,6.026818,13.024286,17.035341,21.069072,320.833025,4.960737,3.674531,11.177487,1212.615749,10.962932,39.080435,13.882675,9.930266,163.860981,366.382644,22.56349,403.11668,6.863379,4.428963,4.20606,10.537751,2.341145,64.268025,5.287152,7.13773,603.70453,32.351307,3.041914,9.852091,3.348976,14.032531,11.268263,4.493116,9.766898,6.345408,18.176815,3.951651,9.033436,5.979595,16.847035,10.089382,19.48384,14.734005,7.429036,48.449796,10.696833,42.309713,6.098257,6.113977,3.622236,5.591775,17.907904,7.792288,15.284773,16.038084,5.596545,5.673791,22.293805,9.397841,6.179442,3.049925,5.436373,8.473804,2.619432,9.742688,20.05346,5.24129,7.980431,33.840543,30.176495,42.38369,18.68193,15.370029,6.217004,3.57258,7.50244,10.319634,5.437934,11.891571,5.474462,4.841853,7.407757,5.730812
1401-1,1.0,9.789114,69.669108,28.428949,6.748545,6.098004,119.07596,7.258828,1.154017,4.466902,90.793149,156.86241,8.971007,16.345991,21.458264,12.081365,4.523464,10.387948,13.184083,1.777217,1657.314129,6.591909,130.1587,5.82106,1746.524299,104.787623,12.18235,1544.087114,1060.733708,20.584547,2.310806,6.090696,13.155018,20.768377,15.65784,21.546727,32.687392,2.592323,1596.067951,44.45584,19.815191,2.950263,9.062508,5.77869,5.315149,2.385222,30.875841,4.418601,6.344652,82.014676,446.797871,50.854453,42.257898,19.167728,22.455795,853.251427,1.942287,3.072019,36.145026,4.294186,4.163099,51.912616,31.697689,43.441555,5.371661,181.426943,2.075065,160.211767,113.238028,20.15289,168.609648,7.06333,1034.091642,1.356365,7.425638,2.723106,3.679312,12.781096,18.825965,20.653153,296.141806,4.299822,3.37239,11.750245,1428.328701,11.368658,33.525594,19.938757,9.248725,190.337184,461.774605,21.932124,396.343884,6.952089,5.834591,4.199767,11.3917,2.391113,73.598822,9.179962,8.475726,455.637179,32.739162,2.814238,8.761385,3.273944,15.990001,7.905549,4.436632,7.660896,4.913326,13.940446,4.308188,9.275665,5.546973,19.800479,8.021985,18.134467,11.678527,6.852276,36.144192,8.544891,31.978622,4.78847,4.5775,2.998857,4.786708,23.385604,8.083764,15.120618,17.920283,6.454134,6.121317,36.65987,10.355575,6.841555,2.147238,5.205427,8.833581,2.887397,7.238486,19.885862,5.053883,9.11923,37.965517,29.659475,44.921082,14.86482,16.044192,5.989806,3.145408,6.519027,8.982535,4.889462,11.415626,5.997702,4.14407,7.125504,7.776739
1401-2,1.0,6.911527,58.137151,25.78471,6.212539,6.324477,124.036591,8.588096,1.31089,3.60399,80.202947,140.338984,11.17225,10.610647,16.887731,9.751253,5.602342,11.147839,10.55243,1.5725,1474.492814,6.983251,113.49758,5.144744,1568.460115,106.000613,9.206278,1359.878146,876.340807,20.097537,2.522852,3.384894,13.125327,18.564217,15.327179,22.511689,29.685408,2.309462,1307.412508,36.15285,20.210404,3.445446,8.765346,5.665144,5.380205,1.241829,26.571679,5.305831,6.525137,91.955283,438.860597,44.557325,42.123057,15.228214,19.334777,731.551652,2.623098,2.435441,21.685346,4.417655,4.277711,39.179664,25.569105,35.259039,5.680839,179.24961,1.963619,149.484698,79.750869,23.26018,156.062456,8.792422,1004.870687,2.19882,6.434294,3.118532,3.977979,11.312717,16.804851,21.83972,268.97548,4.528902,3.802868,9.004577,1172.93329,11.144121,33.785131,15.673323,8.970621,191.75426,414.206011,24.807634,304.559724,5.02097,5.171953,3.600144,10.500258,1.906056,66.243971,9.502944,8.539026,430.41431,30.800266,3.092517,9.009881,2.73827,16.739787,8.604775,4.559222,9.15801,6.620919,12.691213,4.011517,8.958452,6.083868,16.078241,10.295963,21.72649,12.122521,7.434344,41.234983,10.694862,43.867891,5.422844,5.656464,3.255496,5.249622,17.304096,6.843212,14.559172,16.697954,6.19124,4.970884,30.139267,9.665286,6.822967,2.593546,4.969194,7.34987,0.193771,8.767636,19.996514,5.863969,5.917358,33.56864,31.28621,41.057795,16.011877,14.68133,6.260559,3.9275,8.54125,9.322631,4.898116,10.604038,6.974309,4.233297,7.055415,7.229202
1401-3,1.0,9.418346,64.981673,25.492643,6.868926,6.092254,86.549679,7.492922,2.112012,3.840749,96.101815,120.635713,9.877896,13.868202,19.585316,5.361106,7.359329,10.897469,20.154156,1.702759,1781.402964,4.32603,112.756422,3.712458,1439.969288,153.114079,7.684764,1633.9895,892.228609,26.304362,2.05624,1.967228,13.264313,17.762542,15.077184,14.675527,38.113624,3.256943,1377.716327,112.239079,23.443671,1.187126,8.038743,5.011197,6.064562,4.252546,26.067648,4.872988,4.165104,82.799181,417.274463,40.396203,41.006406,21.276862,14.231458,638.87403,2.082763,1.862783,17.017635,3.627206,4.928632,41.256172,20.290373,41.35451,10.457099,158.373244,5.410381,150.123996,90.039901,18.823619,149.00893,5.95989,927.484725,1.040256,7.609305,1.922136,3.659708,8.120817,16.170837,15.085284,233.155139,4.260612,5.051712,11.305536,1187.986965,11.349988,24.185995,15.800364,8.958734,208.461671,374.040143,25.395616,405.655552,4.718108,5.727354,4.030083,8.161004,1.78249,52.069083,4.410696,12.150093,422.933708,40.440713,2.779011,9.197711,4.174455,17.549887,8.770059,3.805611,4.679295,12.645083,17.088027,4.188975,8.978741,6.536366,14.626879,9.201076,19.679444,13.424291,6.464771,32.330066,4.748136,29.189493,4.251417,6.38845,3.157194,2.779481,21.438585,8.101589,15.148997,16.211937,8.172089,6.322987,36.372368,10.477738,7.084464,2.528238,4.663172,6.429045,2.832573,10.754935,14.209741,5.727665,9.582517,38.853287,27.779101,41.505335,17.479524,10.950949,5.144302,3.463697,6.162609,7.356119,6.691855,11.288736,6.23994,4.67827,6.34205,5.244358
1001-1,1.0,9.148453,70.960955,26.134928,8.754743,7.149211,94.131291,7.043379,3.257118,5.507068,108.517522,174.306473,13.491868,16.321823,21.597127,5.738004,6.415929,9.695917,26.58233,2.342217,1854.359942,6.580429,131.266836,3.96794,1665.457769,143.20623,8.48762,1870.817386,1024.331969,31.981407,2.468694,4.080853,15.534082,20.670409,14.937956,22.285202,49.094752,3.636849,1570.775052,202.249361,28.090245,3.038479,8.853181,5.482679,5.890041,4.109209,28.118942,5.544262,4.784668,130.092096,431.431489,62.256834,44.807766,23.063213,18.794563,762.457511,2.127862,2.286069,23.835664,4.69669,5.835327,47.033154,25.04942,47.23441,8.429439,175.209291,6.102963,165.392226,116.296082,21.686324,158.629285,8.734194,1023.628471,1.349759,10.035229,2.371069,4.716194,8.263103,16.59111,15.269556,299.880598,4.334276,5.964932,11.866931,1368.345586,11.469924,24.319113,17.005838,10.293456,202.612528,407.533792,31.154033,373.298262,4.644806,6.077355,3.01795,7.639992,2.238283,60.28943,7.846437,12.190345,502.830995,44.118869,2.424629,7.8749,3.58306,14.464884,7.678155,3.438563,2.717444,8.53845,15.281368,4.006846,8.375565,5.220393,13.69578,8.189573,15.988273,12.851493,7.9527,34.538894,2.366342,23.892834,3.339507,6.50516,2.65501,3.602297,20.793044,7.402782,11.091077,14.891972,6.980681,6.715393,31.671556,9.771866,7.022387,2.206983,3.575417,5.446539,1.143188,10.885379,15.124499,5.511928,9.712677,36.286742,25.88367,45.350446,16.748682,12.867303,4.639185,3.278361,4.397352,8.086229,7.342017,11.16612,5.768237,3.991699,5.007432,5.542955
1001-2,1.0,8.387711,72.162411,25.286376,11.51177,8.74248,98.145567,7.703995,1.861804,4.834113,103.015864,113.678289,11.111461,17.456131,22.435918,8.683768,8.437315,10.861937,23.129418,2.159965,1996.194221,5.802185,124.651918,3.863881,1588.93307,166.838129,9.164547,1806.718961,943.819974,27.537959,3.058856,2.839317,15.165069,22.412347,15.190665,19.271251,43.801411,5.395731,1399.043553,133.436409,25.342722,2.647254,7.567829,4.35503,5.743511,4.488822,29.313437,6.065561,4.741839,53.128907,422.177981,56.470588,44.427858,20.240194,20.628626,750.960444,1.9536,1.440662,32.864837,3.646406,4.787949,46.010186,23.224181,49.091491,9.510414,164.715703,5.620125,175.238677,119.502876,19.213134,158.637141,8.924329,984.878913,0.942007,9.260966,1.973921,5.127795,8.350676,16.989775,14.571825,236.614616,5.522464,5.38905,11.835708,1237.862951,12.271948,24.646429,14.877472,9.418803,228.718631,383.686933,35.481956,395.693216,4.910284,5.608993,5.203177,8.980802,2.841904,60.610452,6.959261,11.39242,729.968852,40.737209,2.650096,7.851983,3.916567,15.268809,7.999918,3.22534,3.406026,11.659512,17.316071,4.318202,9.095223,5.984938,13.07021,8.420323,16.278733,13.536017,8.729859,33.191108,4.280163,26.422518,5.12966,6.348959,2.877792,2.809298,22.975741,7.067321,14.285151,13.513799,7.666249,6.107393,36.937193,8.837507,8.074748,2.68949,3.730699,5.925282,3.113335,10.833928,15.498739,5.851515,8.061812,38.269788,26.731886,45.307372,17.769496,11.21532,4.820193,3.082721,5.827022,7.353757,6.131118,11.923999,4.472482,4.152508,4.931954,4.449594
1001-3,1.0,9.465616,52.944279,23.300401,8.017861,7.57689,87.675813,10.519476,2.311799,4.737307,68.603335,170.951301,12.113295,13.627269,20.736259,4.785422,5.205338,9.420685,31.09069,3.441894,1006.204172,3.274414,131.536399,5.265564,1546.325377,55.188218,8.077058,1380.812256,873.883535,22.857313,0.865588,2.717437,12.345859,17.1507,12.802043,15.183884,48.791645,3.005008,1552.260704,1.561438,34.268888,5.397058,8.049309,10.732377,6.714412,1.505204,26.024244,5.508618,3.07728,145.855171,434.782311,28.42194,39.33403,23.22286,12.775153,662.531214,2.975389,2.368684,40.967353,5.652844,9.498992,48.529698,28.038614,22.716919,2.880546,168.10379,2.238188,172.829153,53.98981,29.847041,186.727244,8.609647,1104.153277,1.563859,7.743376,2.066936,5.2648,8.293576,21.412478,12.692508,263.626992,4.058409,2.406459,10.188943,982.770056,9.5508,22.966844,15.292466,13.019615,257.101376,525.566137,43.986805,200.888606,5.048464,5.058982,1.927485,6.364992,1.883469,62.819096,26.141586,13.789905,541.190809,18.98182,1.59712,4.342802,3.571213,14.489074,2.73794,3.16625,0.297337,0.657667,3.709043,3.701695,8.373099,6.274694,10.715268,6.197172,14.88401,6.367199,7.958945,42.678952,0.623404,6.564927,2.347937,3.696717,2.389896,1.165261,25.262658,4.693444,12.892154,14.093607,3.565622,3.963085,27.449842,11.271284,3.707915,2.246548,1.705113,4.067234,3.128918,6.098153,14.151794,4.731514,6.623212,26.455998,25.314754,40.014972,13.341438,9.052213,4.593076,2.795257,2.745769,4.094668,3.955003,10.728904,4.086402,1.773529,3.28123,2.900549
901-1,1.0,9.377133,55.592133,22.904854,4.977452,8.561539,67.689828,10.739079,1.285455,3.161546,65.63025,156.990817,10.380786,11.01598,18.46119,4.178642,3.681066,9.697427,25.753125,3.012468,1062.276026,3.191874,138.542014,3.856224,1536.721466,59.680146,6.500889,1354.439557,841.362828,24.328607,1.85544,2.646299,11.404786,15.520058,15.26909,15.363426,52.094573,1.841355,1586.81939,1.221617,25.981409,5.039109,7.970613,10.787962,7.307064,3.60556,24.33322,4.871906,2.537208,75.99662,471.403125,30.885965,36.900534,24.957757,13.375535,619.936737,2.562064,2.853628,9.436345,4.661939,10.35635,49.837384,32.789819,25.724733,2.313758,157.432747,1.672717,147.685969,45.906303,23.359172,188.578437,9.508376,1053.257012,2.103709,5.878065,1.17706,3.570551,9.236432,23.763682,11.142023,250.767996,3.680687,2.606239,8.164417,1078.657147,10.277421,20.760216,15.757556,10.155658,209.002133,518.581101,35.289936,170.153603,4.250946,4.04462,1.249003,6.188844,1.468486,51.501202,24.458594,9.610526,330.322845,25.572805,1.81103,5.112997,4.221887,14.498381,5.343125,4.392725,0.661101,1.684976,4.329015,4.009411,10.191177,6.993452,10.813888,6.854733,18.440829,8.930386,7.423412,39.465224,1.202638,9.451748,3.492252,4.509927,3.055668,0.96628,24.701261,4.935573,11.376495,17.931697,4.631109,5.153925,32.179603,14.437139,3.991367,2.70256,1.622559,3.868015,1.074225,8.925639,17.642336,5.629788,6.469482,33.496418,30.908031,38.746698,16.932606,9.131233,5.854436,3.481403,3.214739,6.11856,5.597532,12.737866,7.889014,3.893852,4.928775,5.077779
901-2,1.0,12.872523,58.00718,23.838976,10.215975,10.019794,92.311617,10.059826,1.798786,4.448125,73.128825,156.193906,11.188465,16.77663,20.629796,5.706214,3.994482,10.745911,33.164741,2.922811,1117.565234,2.878025,134.529719,5.883447,1633.916482,66.913348,5.547482,1395.783687,897.721393,24.4863,1.527756,5.883939,13.339295,16.508614,15.758191,14.241447,58.589646,3.081081,1618.440456,1.223259,33.923815,5.097231,8.76654,11.122113,8.834437,1.256492,26.339437,5.497137,3.852952,74.692103,465.370562,26.505814,36.495072,29.167401,12.766983,697.304036,3.170027,2.217542,32.67749,5.632056,8.59318,50.94288,29.305216,25.106667,3.399035,173.573581,2.489407,166.996217,59.236837,26.035948,202.34289,8.950422,1160.764672,1.90215,6.713946,1.813454,5.104496,9.961297,20.470051,13.875879,269.44458,4.78795,3.268874,12.360996,1022.212205,9.313834,23.076453,16.207511,11.868968,245.785102,555.107035,32.603901,238.976861,4.798377,5.641345,1.76543,7.321696,1.829717,64.136442,26.408327,13.847781,433.782849,22.453516,1.483755,3.866668,4.051283,15.182989,4.173046,3.557991,1.023122,1.552226,4.509236,4.123461,8.606913,5.880884,13.110109,6.459936,14.509567,8.199682,8.914944,38.587404,0.632561,10.786594,4.789282,4.558332,2.694002,1.289758,30.385739,5.68682,14.114602,13.731707,4.274602,5.034105,34.011989,11.067959,3.819027,2.194538,2.761963,4.225489,2.756261,9.219453,15.377924,4.789648,5.428186,29.58823,28.68883,44.276803,13.90247,10.725344,4.73967,2.956285,3.321329,5.101288,3.882776,11.250113,4.153911,2.661752,3.871998,2.087597
901-3,1.0,8.976372,73.591311,34.21518,20.150316,17.857172,278.440903,5.719985,7.02547,7.057271,130.842942,360.225007,14.118703,26.586644,30.615357,5.829707,5.643768,14.610734,39.178772,3.710433,1695.225321,16.178423,135.759758,4.040285,1828.396834,151.342546,13.875685,2514.373343,1061.653854,39.455847,2.561317,5.837854,25.311128,25.251664,17.689823,18.951799,46.359105,2.492453,1966.719074,501.242956,22.139632,2.624449,8.422996,5.142111,6.45979,4.428598,36.837597,7.597548,9.090854,538.170012,428.088482,226.881434,73.183582,24.062296,27.131947,1029.058617,3.496958,1.466341,37.283751,4.574944,4.203176,70.288715,42.463713,59.180095,14.46534,194.556645,10.050432,181.912557,181.045069,19.812237,101.913695,4.289726,1101.360018,2.119374,7.637295,3.584505,5.637249,24.515881,7.900449,21.638835,577.920051,6.561184,13.783116,14.998525,1399.40415,14.462875,43.757966,13.696357,15.828302,152.608481,583.391917,21.104391,289.916879,8.740668,7.777613,8.630023,14.174749,3.506002,147.746472,5.733028,13.410955,273.553663,23.319485,1.204596,2.531666,1.728877,1.258824,4.860866,2.301228,6.569866,6.541828,12.877992,1.361948,2.364737,1.717587,9.184766,4.73893,5.447202,3.987089,3.420435,23.526165,4.907918,18.638993,3.444724,5.448804,1.616118,4.041394,12.779449,3.216113,8.853887,4.149367,2.472597,3.022428,25.257836,0.740751,8.994198,0.678042,4.090917,6.561369,1.577446,3.161129,9.855362,3.732129,7.7129,10.631497,11.223756,32.121114,4.173447,8.678964,2.497528,1.324756,10.075662,5.598564,2.51853,4.410156,0.000124,3.401735,2.437675,2.985398
