,Gene ID
6476,KCNMB4
6477,TMEM97
6478,STK39
6479,TOR1B
6480,MCAT
6481,APOBEC3C
6482,DESI1
6483,SGSM3
6484,HTRA2
6485,MAT2B
6486,TOR2A
6487,POLM
6488,EML4
6489,HDHD5
6490,PPP2R3B
6491,SLCO4A1
6492,IGKV1-5
6493,IGHVIII-22-2
6494,IGHV6-1
6495,IGHV5-78
6496,IGHV5-51
6497,IGHV4-61
6498,IGHV4-59
6499,IGHV4-55
6500,IGHV4-39
6501,IGHV4-34
6502,IGHV4-30-2
6503,IGHV4-28
6504,IGHV4-4
6505,IGHV3-74
6506,IGHV3-73
6507,IGHV3-72
6508,IGHV3-66
6509,IGHV3-64
6510,IGHV3-53
6511,IGHV3-49
6512,IGHV3-48
6513,IGHV3-33
6514,IGHV3-30
6515,IGHV3-23
6516,IGHV3-22
6517,IGHV3-21
6518,IGHV3-20
6519,IGHV3-15
6520,IGHV3-13
6521,IGHV3-11
6522,IGHV3-7
6523,IGHV2-70
6524,IGHV2-26
6525,IGHV2-5
6526,IGHV1-69
6527,IGHV1-46
6528,IGHV1-24
6529,IGHV1-18
6530,IGHV1-3
6531,IGHV1-2
6532,IGHJ6
6533,IGHJ5
6534,IGHJ4
6535,IGHJ3P
6536,IGHJ3
6537,IGHJ2
6538,IGHJ1
6539,NKIRAS2
6540,NKIRAS1
6541,DLL1
6542,TRBJ2-3
6543,TRBC2
6544,TRAJ12
6545,TRAC
6546,IGLV10-54
6547,IGLV9-49
6548,IGLV8-61
6549,IGLV7-46
6550,IGLV6-57
6551,IGLV5-45
6552,IGLV4-69
6553,IGLV3-27
6554,IGLV3-25
6555,IGLV3-21
6556,IGLV3-19
6557,IGLV3-16
6558,IGLV3-12
6559,IGLV3-10
6560,IGLV3-9
6561,IGLV3-1
6562,IGLV2-23
6563,IGLV2-14
6564,IGLV2-11
6565,IGLV2-8
6566,IGLV2-5
6567,IGLV1-51
6568,IGLV1-50
6569,IGLV1-47
6570,IGLV1-44
6571,IGLV1-40
6572,IGLV1-36
6573,IGLJ3
6574,IGLJ2
6575,IGLC7
6576,IGKV3D-20
6577,IGKV3D-15
6578,IGKV3D-11
6579,IGKV3D-7
6580,IGKV2D-40
6581,IGKV2D-30
6582,IGKV2D-29
6583,IGKV2D-28
6584,IGKV1D-39
6585,IGKV1D-37
6586,IGKV1D-33
6587,IGKV1D-27
6588,IGKV1D-17
6589,IGKV1D-16
6590,IGKV1D-13
6591,IGKV1D-12
6592,IGKV1D-8
6593,IGKV7-3
6594,IGKV5-2
6595,IGKV4-1
6596,IGKV3-20
6597,IGKV3-15
6598,IGKV3-11
6599,IGKV3-7
6600,IGKV2-40
6601,IGKV2-30
6602,IGKV2-28
6603,IGKV2-24
6604,IGKV1-39
6605,IGKV1-37
6606,IGKV1-33
6607,IGKV1-27
6608,IGKV1-17
6609,IGKV1-16
6610,IGKV1-13
6611,IGKV1-12
6612,IGKV1-9
6613,IGKV1-8
6614,IGKV1-6
6615,IGKJ5
6616,IGKJ4
6617,IGKJ3
6618,IGKJ2
6619,IGKJ1
6620,TRIB2
6621,CCDC22
6622,DEXI
6623,LAMTOR2
6624,MRPS28
6625,COA3
6626,DCPS
6627,OSTM1
6628,GIT1
6629,SNX24
6630,SLC6A16
6631,BZW2
6632,C11orf54
6633,AAMDC
6634,SPCS1
6635,MRPS18B
6636,C19orf53
6637,ACAD9
6638,MRPL42
6639,TMEM14A
6640,IFT81
6641,FLVCR1
6642,RGCC
6643,MCTS1
6644,MAGEH1
6645,NOB1
6646,DBNL
6647,NTMT1
6648,ASTE1
6649,COMMD5
6650,MACROD1
6651,HIPK2
6652,MRPL13
6653,SLC43A3
6654,ATAD2
6655,C16orf72
6656,FAM156A
6657,TMEM230
6658,WDR91
6659,ZCCHC4
6660,ZC3H7A
6661,ZBTB44
6662,CCDC113
6663,C1GALT1C1
6664,SETD2
6665,MRPL18
6666,NDUFAF4
6667,MED4
6668,CCDC59
6669,METTL5
6670,CHMP4A
6671,GTPBP8
6672,PHPT1
6673,BABAM1
6674,THYN1
6675,MRPL15
6676,UBE2T
6677,TIMM21
6678,STXBP6
6679,LINC00339
6680,MRPL22
6681,LGALSL
6682,ORMDL2
6683,CNIH4
6684,RANGRF
6685,COMMD9
6686,TMEM208
6687,SSU72
6688,DROSHA
6689,DNAJC15
6690,N6AMT1
6691,CFAP20
6692,NXT1
6693,PYCARD
6694,FHOD1
6695,TBK1
6696,SAP30BP
6697,MYLIP
6698,BRD7
6699,CLEC2D
6700,ANKRD11
6701,C11orf21
6702,CD274
6703,RACGAP1
6704,UHRF1
6705,BLNK
6706,USP25
6707,PACSIN3
6708,TMOD3
6709,TMOD2
6710,SDHDP6
6711,ABT1
6712,PARVB
6713,NCAPH2
6714,OLA1
6715,UQCR10
6716,C2orf27A
6717,YPEL1
6718,ZDHHC8
6719,VPREB3
6720,REPIN1
6721,GRHL1
6722,TFCP2L1
6723,SENP1
6724,TFPT
6725,UBN1
6726,ALG5
6727,ANAPC2
6728,CNOT7
6729,SNX8
6730,SNX10
6731,STRN4
6732,GNL2
6733,RBM15B
6734,PSMC3IP
6735,CPSF1
6736,TRA2A
6737,GPSM2
6738,SAC3D1
6739,FAM216A
6740,CCDC106
6741,EEF2K
6742,ST8SIA5
6743,SNX15
6744,GPR171
6745,HOOK2
6746,UBIAD1
6747,HCFC2
6748,SNX11
6749,RMC1
6750,PYCR2
6751,NME7
6752,HILPDA
6753,EPN1
6754,GMPPB
6755,GMPPA
6756,SEC61A1
6757,TIMM22
6758,ALG6
6759,GPR132
6760,SNX12
6761,NENF
6762,DSE
6763,PKN3
6764,ANAPC4
6765,SERTAD3
6766,OSGIN1
6767,IL19
6768,SERTAD1
6769,DPP7
6770,POMT2
6771,CERS2
6772,SLC25A24
6773,NRBP1
6774,MRM2
6775,PRICKLE4
6776,CDIP1
6777,STRN3
6778,LRP12
6779,PSAT1
6780,MDFIC
6781,SCHIP1
6782,UBQLN2
6783,UBQLN1
6784,DONSON
6785,NRBF2
6786,RHOD
6787,SLC39A3
6788,SLC2A8
6789,PILRB
6790,PILRA
6791,BAZ2B
6792,LMCD1
6793,NOP53
6794,BICRA
6795,TNPO2
6796,ERO1A
6797,EFEMP2
6798,TBX21
6799,SH3KBP1
6800,ST6GALNAC6
6801,ADGRE2
6802,KCNIP2
6803,CXXC1
6804,ZNF354C
6805,NT5C
6806,ZNRD1
6807,DNTTIP2
6808,SOCS7
6809,EHD4
6810,EHD3
6811,PIK3R4
6812,TAX1BP3
6813,STOML2
6814,ZBTB21
6815,SCAPER
6816,WRAP73
6817,RRM2B
6818,SMARCAL1
6819,MINK1
6820,COL5A3
6821,PODXL2
6822,CHST11
6823,IL21R
6824,ITSN2
6825,DEF6
6826,CYHR1
6827,GEMIN4
6828,YBX1P1
6829,PNPLA8
6830,ARHGEF3
6831,DCAF8
6832,MYEF2
6833,ASAP1
6834,AK3
6835,HP1BP3
6836,HDGFL3
6837,COPS7A
6838,NSDHL
6839,TAS2R14
6840,F11R
6841,VILL
6842,SNHG32
6843,PARD6A
6844,CLEC4A
6845,STMN3
6846,RNF141
6847,CDON
6848,IMPG2
6849,TMED5
6850,SLC35B3
6851,MTERF3
6852,TPRKB
6853,MED31
6854,COQ6
6855,AMDHD2
6856,SLC35C2
6857,ASCC1
6858,DERL2
6859,EXOSC3
6860,FAHD2A
6861,PRELID3B
6862,EXOSC1
6863,TMED7
6864,ISOC1
6865,EMC9
6866,RRP15
6867,WASHC3
6868,HDDC2
6869,MRPS16
6870,GLRX2
6871,MRPS18C
6872,FIS1
6873,PAM16
6874,GOLT1B
6875,BOLA1
6876,VPS36
6877,DESI2
6878,TVP23B
6879,GLOD4
6880,UBXN1
6881,ZNF593
6882,ZBTB7B
6883,GMNN
6884,PLEKHA8P1
6885,LAP3
6886,WDPCP
6887,ZNF691
6888,TXNDC12
6889,TXNDC11
6890,CALHM2
6891,RPS27L
6892,YARS2
6893,NMD3
6894,MRPL2
6895,NOSIP
6896,DERA
6897,MEMO1
6898,MRPL4
6899,APIP
6900,TMX2
6901,CUTC
6902,FCF1
6903,THAP4
6904,NDUFA13
6905,MRPS7
6906,POLR1D
6907,CRYL1
6908,KLHL5
6909,SEPSECS
6910,SIDT2
6911,RRNAD1
6912,ADIPOR1
6913,TRNT1
6914,UTP18
6915,SCCPDH
6916,IFT52
6917,ABHD5
6918,SH3GLB1
6919,ZC2HC1A
6920,MECR
6921,NDUFAF1
6922,ABHD17B
6923,PHF20L1
6924,TFB1M
6925,APH1A
6926,METTL9
6927,RDH11
6928,LACTB2
6929,KMT5B
6930,TRAPPC12
6931,ZDHHC9
6932,RMDN1
6933,MRPS2
6934,COQ4
6935,UTP11
6936,SBDS
6937,RPL26L1
6938,COMMD2
6939,ZNF706
6940,IER3IP1
6941,GOLGA7
6942,NAA20
6943,SAR1B
6944,ASB3
6945,PHF11
6946,RLIM
6947,KCTD3
6948,CEP83
6949,IRAK4
6950,RNFT1
6951,COPS4
6952,INSIG2
6953,CHCHD2
6954,DYNC1LI1
6955,HSD17B12
6956,ING4
6957,CERCAM
6958,MRNIP
6959,SDF4
6960,MRTO4
6961,JPT1
6962,ZNF580
6963,VPS28
6964,C3orf18
6965,DBR1
6966,DCTN4
6967,CYB5R4
6968,HSD17B11
6969,HSD17B14
6970,NAGPA
6971,TUBD1
6972,TUBE1
6973,LEF1
6974,PLEKHO1
6975,DCXR
6976,HSPA14
6977,GPN3
6978,CRBN
6979,TCEAL9
6980,RSL24D1
6981,SS18L2
6982,HERC5
6983,CKLF
6984,ZNF639
6985,IPO11
6986,RAPGEFL1
6987,NIN
6988,CPA4
6989,ZDHHC2
6990,DDX47
6991,NUSAP1
6992,TACO1
6993,ACP6
6994,RAB9B
6995,GLRX5
6996,ZNF219
6997,ABI3
6998,COPZ2
6999,PIGP
7000,GLTP
7001,PHF20
7002,VRK3
7003,CRIM1
7004,EMC4
7005,HGH1
7006,MZB1
7007,ANKRD39
7008,COX16
7009,CCDC174
7010,SHISA5
7011,PAIP2
7012,PDZD11
7013,TMEM69
7014,MTRES1
7015,NT5C3A
7016,MRPL37
7017,RNF181
7018,TBC1D7
7019,MARCHF2
7020,MRPL51
7021,TMEM216
7022,PBDC1
7023,MRPL30
7024,MRPL27
7025,CDKL3
7026,UBAP1
7027,BET1L
7028,KLF3
7029,MAPKAPK5-AS1
7030,ZNF571
7031,DNAJC27
7032,IER5
7033,C1RL
7034,GOLM1
7035,ANKMY1
7036,SCAND1
7037,BFAR
7038,TLR7
7039,CEND1
7040,COA4
7041,ERGIC2
7042,GMIP
7043,GMPR2
7044,CD320
7045,ECSIT
7046,SLC15A3
7047,NRN1
7048,TIMMDC1
7049,GCNT4
7050,FKBP11
7051,ZDHHC3
7052,FAM13B
7053,FAM53C
7054,REEP2
7055,ARMCX1
7056,SLC25A37
7057,NME8
7058,KRCC1
7059,PLAC8
7060,PHF21A
7061,MRPL35
7062,RSRC1
7063,MEX3C
7064,AMZ2
7065,WAC
7066,SPG21
7067,ARL17A
7068,ARL6IP4
7069,SPTBN5
7070,ZNF771
7071,NGRN
7072,THEM6
7073,DACT1
7074,CRNKL1
7075,ZBTB7A
7076,FZR1
7077,TAOK3
7078,ZNF117
7079,MBTPS2
7080,HOOK1
7081,CDC40
7082,CHST15
7083,PLA1A
7084,UBR5
7085,POP5
7086,TEX264
7087,POMP
7088,TMA7
7089,MRPS17
7090,ATRAID
7091,SNX7
7092,UCHL5
7093,CRLF3
7094,CSAD
7095,ATP6V1D
7096,ZNF589
7097,EIF3L
7098,NIP7
7099,RWDD1
7100,AIG1
7101,TRPV2
7102,COMMD10
7103,WDR83OS
7104,TRAPPC4
7105,PPME1
7106,NOL7
7107,HEMK1
7108,BIN2
7109,PRKAG2
7110,POLK
7111,ZNF107
7112,DDX41
7113,SNX9
7114,SUCO
7115,ANAPC5
7116,ANAPC7
7117,FAM8A1
7118,HPCAL4
7119,YTHDF2
7120,RNF138
7121,IP6K2
7122,PCYOX1
7123,LCMT1
7124,REV1
7125,SFMBT1
7126,GPR89B
7127,UBE2J1
7128,EVL
7129,LIMA1
7130,ISYNA1
7131,HSD17B7
7132,ANKFY1
7133,SPOUT1
7134,NOP16
7135,RTCB
7136,HACD3
7137,CTDSPL2
7138,NELFCD
7139,TRIAP1
7140,HIKESHI
7141,CWC15
7142,TRMT112
7143,UFC1
7144,RTF2
7145,CHMP5
7146,GTSE1
7147,ETV7
7148,DTL
7149,NCKIPSD
7150,LARS1
7151,TMEM14C
7152,CXXC5
7153,TMEM138
7154,OSER1
7155,GSKIP
7156,JKAMP
7157,ANAPC11
7158,ZC3HC1
7159,TRMO
7160,PHF7
7161,VTA1
7162,PPHLN1
7163,MTFP1
7164,ZCCHC17
7165,SCLY
7166,VPS54
7167,ZNF581
7168,SIRT7
7169,SIRT6
7170,CINP
7171,RAB14
7172,PEX5L
7173,NT5DC3
7174,IL23A
7175,MBIP
7176,HDAC7
7177,ARMCX3
7178,TDP2
7179,UFM1
7180,FAM49B
7181,GDE1
7182,LARP7
7183,ESF1
7184,AZIN1
7185,PCF11
7186,MED15
7187,PIAS4
7188,TRIM33
7189,SRRT
7190,NBAS
7191,CUTA
7192,LSR
7193,LIPT1
7194,NOP58
7195,EEF1AKNMT
7196,PIGT
7197,TRMT6
7198,ATP6V1H
7199,GET4
7200,DPH5
7201,ERGIC3
7202,TAF9B
7203,UBE2D4
7204,KLF13
7205,CCZ1
7206,DYNC2LI1
7207,SLC25A39
7208,LUC7L2
7209,OTUD6B
7210,RBMX2
7211,DHRS7
7212,RTRAF
7213,SF3B6
7214,MRPL48
7215,TMBIM4
7216,PPIL1
7217,YPEL5
7218,CIAO2B
7219,MRPS23
7220,MRPS33
7221,PTRH2
7222,CHMP3
7223,CDK5RAP1
7224,STYXL1
7225,GINS2
7226,MPC1
7227,FKBP7
7228,ZFR
7229,ASB1
7230,NUB1
7231,HSPB11
7232,SARAF
7233,ASB2
7234,MPP6
7235,SUFU
7236,LSM7
7237,LSM8
7238,CPSF3
7239,TRAPPC2L
7240,HECA
7241,VPS29
7242,CYB5R2
7243,NLK
7244,ACSL5
7245,CYB5R1
7246,ZNF44
7247,SELENOT
7248,RAB23
7249,CAB39
7250,UIMC1
7251,DNAJB11
7252,CMPK1
7253,POLR3K
7254,WBP11
7255,UPB1
7256,MSRB1
7257,RAPGEF6
7258,GHRL
7259,WWOX
7260,ARID4B
7261,CD244
7262,LUC7L3
7263,RTEL1
7264,ERAP1
7265,TMEM8B
7266,CDK12
7267,C9orf78
7268,SYT17
7269,RAB8B
7270,INPP5K
7271,STK26
7272,TM7SF3
7273,RSF1
7274,MAP3K20
7275,KDM3B
7276,COQ3
7277,TUBA8
7278,PHAX
7279,GALNT7
7280,ADA2
7281,BCL11A
7282,BTBD1
7283,SPA17
7284,NUDT9
7285,CHIC1
7286,TM6SF1
7287,UBASH3A
7288,ZFYVE1
7289,PANK1
7290,NUP54
7291,TPCN1
7292,STX18
7293,MBD3
7294,ADAM22
7295,BCO1
7296,PTOV1
7297,FXYD5
7298,GPR84
7299,FGFRL1
7300,C11orf24
7301,TRIM34
7302,RAB4B
7303,RAB24
7304,PELO
7305,PPIL3
7306,CSNK1G1
7307,A4GALT
7308,CPSF2
7309,BRWD1
7310,SLC37A1
7311,SRSF9P1
7312,RPL23AP4
7313,PCBP3
7314,C21orf58
7315,YBEY
7316,SMIM11A
7317,C21orf62-AS1
7318,MIS18A
7319,LINC00158
7320,SETD4
7321,CLIC6
7322,GSAP
7323,TLR9
7324,POLE3
7325,CHRAC1
7326,H2BS1
7327,MRPL39
7328,C21orf91
7329,DCUN1D1
7330,NANS
7331,CYCS
7332,ERRFI1
7333,TREM1
7334,GNG2
7335,GDAP1
7336,DPM3
7337,TERF2IP
7338,SLC38A2
7339,SIAE
7340,DNAJC10
7341,YIPF1
7342,GAR1
7343,SSH1
7344,SH3TC1
7345,GFOD1
7346,RBM27
7347,SASH3
7348,STAG3L1
7349,KCTD5
7350,ANLN
7351,ATAD2B
7352,FBXO42
7353,PRR13
7354,MRPS21
7355,FBXW5
7356,CCSER2
7357,RETREG1
7358,XRN1
7359,ETAA1
7360,SPIN2A
7361,ANKIB1
7362,MIOS
7363,ZFAND6
7364,ARMCX6
7365,MIEF1
7366,TOLLIP
7367,NLE1
7368,RNF216
7369,PIMREG
7370,CHPF2
7371,TRMT13
7372,DGCR8
7373,OTULINL
7374,NEURL1B
7375,C11orf71
7376,TMX3
7377,PRMT7
7378,HEATR5B
7379,TMCO1
7380,RBM47
7381,ZDHHC13
7382,DHX29
7383,RHOF
7384,EXOSC4
7385,MTRF1L
7386,PUS7
7387,APBB1IP
7388,CCDC93
7389,WDR44
7390,ANKRD16
7391,ASNSD1
7392,MIER2
7393,USP53
7394,MRPL50
7395,CCHCR1
7396,EXOC6
7397,SHLD2
7398,NDUFB11
7399,FAM193B
7400,DDIT4
7401,RC3H2
7402,TOMM7
7403,MTMR12
7404,GNL3L
7405,MIR4453HG
7406,WDR5B
7407,DDX49
7408,ING3
7409,SGTB
7410,EPB41L4B
7411,DLL4
7412,SCAND2P
7413,EGLN1
7414,GNB1L
7415,LZTFL1
7416,L1TD1
7417,NDFIP2
7418,DDX56
7419,INO80
7420,CCNJ
7421,FBXL19
7422,VSIG10
7423,ARL15
7424,PAF1
7425,PARP14
7426,HES2
7427,MAP10
7428,MINDY2
7429,TBC1D13
7430,WDR74
7431,TMEM106B
7432,RSBN1
7433,CRLS1
7434,GTPBP2
7435,CROT
7436,ZNHIT6
7437,P4HTM
7438,RRN3
7439,PDP1
7440,GPN2
7441,MARCHF5
7442,BTN2A3P
7443,OTUD4
7444,TMED9
7445,SLC35F2
7446,RAB39A
7447,MPHOSPH8
7448,XAF1
7449,LEPROT
7450,EPDR1
7451,KLHDC4
7452,GRAMD1C
7453,ZRANB1
7454,TRIM44
7455,PPP1R12C
7456,CFAP46
7457,RNF111
7458,NSMCE4A
7459,ALKBH4
7460,BORCS6
7461,DNAJB12
7462,TET2
7463,KCTD9
7464,MED18
7465,DCHS2
7466,MBTD1
7467,KLHL24
7468,HAUS6
7469,TRIT1
7470,CNNM2
7471,AHI1
7472,ZNF586
7473,DYM
7474,SAMD9
7475,ZNF562
7476,AFTPH
7477,KLHL28
7478,QPCTL
7479,GATAD2A
7480,ZNF280D
7481,ZCCHC10
7482,NDE1
7483,ERCC6L
7484,TRPM7
7485,SWT1
7486,GIN1
7487,BCAS3
7488,NUP62CL
7489,VPS13C
7490,GDAP2
7491,BSPRY
7492,WBP1L
7493,LRRC49
7494,APTX
7495,BIVM
7496,MFSD6
7497,SYTL2
7498,SIDT1
7499,DEF8
7500,FBXL12
7501,ANKRD49
7502,WDR55
7503,TENT5C
7504,GON4L
7505,PGPEP1
7506,ELP6
7507,SNRK
7508,CC2D1A
7509,TOR4A
7510,GPATCH4
7511,TMEM214
7512,TMEM104
7513,QRICH1
7514,PIGG
7515,FNBP1L
7516,CNTLN
7517,DCAF16
7518,ZCCHC2
7519,DPP8
7520,ST7L
7521,BCOR
7522,TEX10
7523,ANKHD1
7524,CWC25
7525,RETSAT
7526,TBC1D8B
7527,UHRF1BP1
7528,NSUN2
7529,ALKBH5
7530,INO80D
7531,NCAPG2
7532,MTMR10
7533,RNF43
7534,SLC66A1
7535,CASZ1
7536,PXK
7537,LAX1
7538,CDKAL1
7539,TTC19
7540,MKS1
7541,NSD3
7542,TASOR2
7543,SPDL1
7544,SEMA4C
7545,RPP25
7546,FOCAD
7547,YTHDF1
7548,TMEM260
7549,CMTM6
7550,DNAAF5
7551,DUS2
7552,CHTF8
7553,RASIP1
7554,LIME1
7555,ZSCAN32
7556,UBE2R2
7557,CHCHD3
7558,IMPAD1
7559,TMEM161A
7560,HAUS4
7561,TRMT10C
7562,EXD3
7563,KANSL2
7564,DUSP23
7565,ADPRHL2
7566,SARS2
7567,COMMD4
7568,OCIAD1
7569,RNF125
7570,ABITRAM
7571,LINC01521
7572,SLC41A3
7573,MRPL16
7574,SDHAF2
7575,COMMD8
7576,TRNAU1AP
7577,ODR4
7578,FAM120C
7579,C1orf109
7580,PARP16
7581,TXNL4B
7582,TMEM160
7583,GEMIN8
7584,SSH3
7585,TIPIN
7586,UCKL1
7587,C1orf56
7588,PIGX
7589,TMEM70
7590,HPF1
7591,TTC12
7592,BANP
7593,TMEM132A
7594,INTS11
7595,THG1L
7596,C20orf27
7597,SLC25A38
7598,SLC35F6
7599,PLAAT2
7600,C2orf42
7601,NMRK1
7602,CLN6
7603,PINX1
7604,HCFC1R1
7605,ULK4
7606,CZIB
7607,ZNF770
7608,C1orf159
7609,ZSCAN2
7610,GID8
7611,OXSM
7612,MTARC2
7613,TESC
7614,AURKAIP1
7615,TUG1
7616,TTC22
7617,TMCO3
7618,PAK1IP1
7619,LAMTOR1
7620,RMND1
7621,TRMT61B
7622,FAM118A
7623,HERC6
7624,FAM174C
7625,PARPBP
7626,PIH1D1
7627,PPP2R3C
7628,MCUB
7629,STX17
7630,PRPF39
7631,MARCHF1
7632,C14orf119
7633,TTC38
7634,PHIP
7635,BANK1
7636,TMEM255A
7637,HEATR3
7638,C17orf80
7639,FBXO34
7640,USP47
7641,SLC35A5
7642,FKBP14
7643,MOCOS
7644,NOL8
7645,PTCD3
7646,CDCA4
7647,TRMT12
7648,PLEKHB2
7649,VPS37C
7650,REX1BD
7651,NRDE2
7652,MRPL20
7653,ATG16L1
7654,ZWILCH
7655,GABPB1-IT1
7656,WIPI1
7657,ZCWPW1
7658,PDPR
7659,ENOX1
7660,TMEM248
7661,DET1
7662,C9orf40
7663,RNF31
7664,LRRC37A4P
7665,OXR1
7666,UACA
7667,TMEM45A
7668,TAPBPL
7669,IFT57
7670,ARGLU1
7671,KIF26B
7672,SOBP
7673,RADX
7674,CCDC186
7675,MED9
7676,TMEM51
7677,WDYHV1
7678,GPATCH1
7679,SAMD4B
7680,EBLN2
7681,WDR70
7682,DMAC2
7683,ATG2B
7684,RALGPS2
7685,GPATCH2
7686,SLFN12
7687,BSDC1
7688,AGGF1
7689,MAGOHB
7690,PLEKHJ1
7691,WDR60
7692,XKR8
7693,ARHGAP17
7694,TMEM39B
7695,PRPF38B
7696,FANCL
7697,AKIRIN2
7698,CEP192
7699,HEATR1
7700,TRIM68
7701,ANO10
7702,RBM28
7703,LARP1B
7704,SRBD1
7705,WRAP53
7706,FAM90A1
7707,ANKZF1
7708,ELP3
7709,HAUS2
7710,CDCA8
7711,LRRC8D
7712,THAP1
7713,ZDHHC4
7714,RBM23
7715,UBR7
7716,MTPAP
7717,TMEM38B
7718,DALRD3
7719,SDAD1
7720,MSTO1
7721,ARMC1
7722,DARS2
7723,RFWD3
7724,TMEM33
7725,PNPO
7726,SHQ1
7727,CEP55
7728,CENPQ
7729,MSL2
7730,MRPS18A
7731,PRMT6
7732,TBCCD1
7733,DNAAF2
7734,MRPS10
7735,INTS10
7736,KLHL11
7737,SEC61A2
7738,RMDN3
7739,MRM3
7740,FAIM
7741,LINS1
7742,SMG8
7743,RNF220
7744,RIF1
7745,DZANK1
7746,SLC25A36
7747,VPS13D
7748,RIC8B
7749,NADSYN1
7750,DNAJC17
7751,PBRM1
7752,EVA1B
7753,CCDC198
7754,RESF1
7755,RPRD1A
7756,APPL2
7757,FAM86C1
7758,PLEKHG6
7759,MAP1S
7760,GOLPH3L
7761,ZNF532
7762,SBNO1
7763,ARL8B
7764,DCUN1D2
7765,SETD5
7766,ATAD3A
7767,BBS7
7768,RCBTB1
7769,P3H2
7770,FANCI
7771,NKAPD1
7772,TMLHE
7773,EXD2
7774,MACO1
7775,LRRC20
7776,TRIM62
7777,RAVER2
7778,NAT10
7779,LRRC1
7780,PNMA8A
7781,PANK4
7782,USP40
7783,MOB1A
7784,SMU1
7785,UBA6
7786,SLC38A7
7787,OGFOD1
7788,STEAP3
7789,SLC47A1
7790,UQCC1
7791,CCDC25
7792,NEIL3
7793,PACC1
7794,YY1AP1
7795,ELP2
7796,PCMTD2
7797,ASXL2
7798,TYW1
7799,TMEM39A
7800,WDR41
7801,ADI1
7802,MRGBP
7803,TMEM143
7804,MAP11
7805,TMEM19
7806,ECHDC2
7807,PSPC1
7808,NUDT15
7809,IMP3
7810,PHF10
7811,VPS53
7812,PGM2
7813,FGGY
7814,QRSL1
7815,ZNF654
7816,CWF19L1
7817,TMEM140
7818,MCOLN3
7819,UBE2W
7820,RBM41
7821,RHOT1
7822,ACOXL
7823,BRF2
7824,PPP6R3
7825,UEVLD
7826,FBXW7
7827,KLHL26
7828,TBC1D19
7829,CCDC91
7830,RNF121
7831,BRIX1
7832,PI4K2B
7833,GIMAP4
7834,DDX19A
7835,ZNF444
7836,RFK
7837,CPPED1
7838,TMEM144
7839,SLC29A3
7840,RSAD1
7841,AP5S1
7842,TMA16
7843,MIS18BP1
7844,C5orf22
7845,LARP6
7846,ABCF3
7847,UFSP2
7848,AGPAT5
7849,LIN7C
7850,RNLS
7851,MNS1
7852,BLOC1S4
7853,ACER3
7854,DRAM1
7855,SYNJ2BP
7856,SLC39A9
7857,NIPSNAP3B
7858,FBXL8
7859,SHFL
7860,WDR33
7861,GIMAP5
7862,LSG1
7863,STRBP
7864,SLC35C1
7865,PLCXD1
7866,ZGRF1
7867,TCP11L1
7868,ABHD10
7869,CHDH
7870,COPRS
7871,LAPTM4B
7872,HJURP
7873,SLC22A15
7874,TBC1D2
7875,PI4K2A
7876,TMEM63B
7877,IMPACT
7878,LGR4
7879,PIDD1
7880,PPP4R1L
7881,TMCO6
7882,LRRC59
7883,MCM10
7884,NCBP3
7885,ZNF331
7886,GPALPP1
7887,YOD1
7888,AP1AR
7889,STRADB
7890,DHRS4-AS1
7891,CSGALNACT2
7892,DNAJA4
7893,NDUFAF7
7894,PARL
7895,ETNK1
7896,CHST12
7897,HES6
7898,TNFRSF19
7899,NOP10
7900,SLC35E3
7901,BATF3
7902,SMPD3
7903,ELAC1
7904,DHTKD1
7905,FEM1A
7906,PIP4P2
7907,CDCA7L
7908,IL17RB
7909,RBM38
7910,ZNF823
7911,ENOSF1
7912,PLXNA3
7913,HAUS7
7914,CDC42BPG
7915,ZNF821
7916,GALNT10
7917,CNOT11
7918,FOXRED1
7919,CDV3
7920,NAGK
7921,SUPT20H
7922,KIF27
7923,UBE2Q1
7924,MED29
7925,BMP2K
7926,VEZT
7927,GOLGA2P5
7928,OTUD5
7929,ZCCHC8
7930,RNPC3
7931,DDX60
7932,CDKN2AIP
7933,TENT5A
7934,CARMIL1
7935,KIF21A
7936,ANKRD10
7937,ZNF280C
7938,VPS50
7939,OTUB1
7940,MTMR8
7941,KIF16B
7942,PRR5
7943,TASP1
7944,DOCK10
7945,STAP2
7946,TRMT1
7947,TTC27
7948,THUMPD1
7949,POMGNT1
7950,ZDHHC7
7951,AMBRA1
7952,SMPD4
7953,ZNF407
7954,PNRC2
7955,SLC39A4
7956,LRRC40
7957,G2E3
7958,TBC1D22B
7959,KRBOX4
7960,DEPDC1
7961,CHD7
7962,SYBU
7963,FLVCR2
7964,BTBD2
7965,OSGEP
7966,LYAR
7967,RAB20
7968,PIGV
7969,NHP2
7970,SLC48A1
7971,BCAS4
7972,TMEM127
7973,NLRP2
7974,INTS8
7975,ZNF692
7976,RNF126
7977,ZNF416
7978,PRPF40A
7979,DDX27
7980,HIF1AN
7981,ZNF446
7982,CDC37L1
7983,URGCP
7984,NPLOC4
7985,DENND4C
7986,GPATCH2L
7987,MFN1
7988,PEX26
7989,PPP4R3A
7990,NBPF1
7991,SLC30A6
7992,IWS1
7993,RUFY2
7994,SCYL2
7995,KANSL3
7996,RABL6
7997,MREG
7998,TRMU
7999,YEATS2
8000,PACS1
8001,FRMD4A
8002,LUC7L
