,Gene ID
3357,ZNF182
3358,ZNF22
3359,ZNF23
3360,ZNF24
3361,ZNF26
3362,ZNF28
3363,ZSCAN20
3364,ZNF32
3365,ZNF33A
3366,ZNF33B
3367,ZNF35
3368,ZKSCAN1
3369,ZNF37A
3370,ZSCAN21
3371,ZNF41
3372,MZF1
3373,ZNF43
3374,ZNF45
3375,ZBTB25
3376,ZNF56
3377,ZNF66
3378,ZNF69
3379,ZNF70
3380,ZNF74
3381,ZNF75D
3382,ZNF75A
3383,ZNF76
3384,ZNF79
3385,ZNF84
3386,ZNF221
3387,ZNF85
3388,ZNF90
3389,ZNF91
3390,ZNF222
3391,ZNF121
3392,ZNF124
3393,MKRN3
3394,ZNF131
3395,ZNF132
3396,ZNF133
3397,ZNF134
3398,ZNF136
3399,ZNF137P
3400,ZNF138
3401,ZNF140
3402,ZNF141
3403,ZNF142
3404,ZNF143
3405,PCGF2
3406,ZNF146
3407,TRIM25
3408,ZNF148
3409,ZBTB17
3410,ZNF154
3411,ZNF155
3412,VEZF1
3413,ZNF165
3414,TRIM26
3415,ZNF174
3416,ZNF175
3417,ZNF180
3418,RNF113A
3419,ZNF184
3420,ZNF185
3421,ZSCAN26
3422,ZNF189
3423,ZKSCAN8
3424,ZSCAN9
3425,ZNF195
3426,ZMYM2
3427,ZNF200
3428,ZNF202
3429,ZNF205
3430,ZNF207
3431,ZNF208
3432,ZNF213
3433,ZNF214
3434,ZNF215
3435,ZFAND5
3436,ZNF217
3437,ZNF223
3438,ZNF224
3439,ZNF225
3440,ZNF226
3441,ZNF227
3442,ZNF112
3443,ZNF229
3444,ZNF230
3445,ZNF232
3446,ZNF236
3447,SLC30A1
3448,SLC30A4
3449,ZP3
3450,MAP3K12
3451,ZXDA
3452,ZYX
3453,LUZP1
3454,PRDM2
3455,PTP4A1
3456,LRP8
3457,LAPTM5
3458,CSDE1
3459,EVI5
3460,DAP3
3461,BTG2
3462,PXDN
3463,ALMS1
3464,MOGS
3465,RNF103
3466,TUBA1A
3467,PAX8
3468,IL1R2
3469,CXCR4
3470,FZD5
3471,BRPF1
3472,IFRD2
3473,MAPKAPK3
3474,SLMAP
3475,MANF
3476,USP7
3477,RAB7A
3478,SLBP
3479,ST8SIA4
3480,REEP5
3481,DEK
3482,ALDH5A1
3483,PRRC2A
3484,BAG6
3485,GPANK1
3486,DDX39B
3487,ABHD16A
3488,SLC39A7
3489,HSD17B8
3490,NELFE
3491,LST1
3492,TFEB
3493,EPM2A
3494,AIMP2
3495,MAFK
3496,FZD3
3497,MTERF1
3498,SEM1
3499,TFPI2
3500,ST7
3501,ARHGEF5
3502,ZNF212
3503,UBXN8
3504,KAT6A
3505,NR4A3
3506,BRD3
3507,NUP214
3508,STAM
3509,MLLT10
3510,CCDC6
3511,NCOA4
3512,SLC25A16
3513,SHOC2
3514,RASSF7
3515,PDHX
3516,FOSL1
3517,CUL5
3518,PTP4A2
3519,USP5
3520,MLF2
3521,SSPN
3522,KMT2D
3523,AAAS
3524,FXR1
3525,YEATS4
3526,HMGA2
3527,CDK2AP1
3528,IFT88
3529,PABPN1
3530,DPF3
3531,GPR68
3532,TCL1A
3533,PWAR5
3534,ANP32A
3535,NPRL3
3536,GAN
3537,SLC7A5
3538,TAF15
3539,COIL
3540,AKAP1
3541,SF3A2
3542,ELL
3543,ZNF239
3544,SYMPK
3545,CLPP
3546,DPF1
3547,MKKS
3548,NCOA3
3549,NRIP1
3550,CHAF1B
3551,GATD3A
3552,DGCR6
3553,LZTR1
3554,ESS2
3555,GTPBP6
3556,PUDP
3557,AKAP17A
3558,PNPLA4
3559,ZRSR2
3560,USP11
3561,USP9X
3562,RBM10
3563,KDM5C
3564,SMC1A
3565,NAA10
3566,F8A1
3567,UBL4A
3568,TMEM187
3569,LAGE3
3570,SLC10A3
3571,KDM5D
3572,USP9Y
3573,ARID1A
3574,COLQ
3575,SERF1A
3576,H4C9
3577,TRRAP
3578,PICALM
3579,SNN
3580,ACOX3
3581,AXIN1
3582,AXIN2
3583,BAP1
3584,BRAP
3585,CDC7
3586,CDC45
3587,EOMES
3588,FZD1
3589,FZD6
3590,FZD7
3591,FZD8
3592,GABPAP
3593,H2AC13
3594,H2AC15
3595,H2AC14
3596,H2AC16
3597,H2AC6
3598,H2AC4
3599,H2AC17
3600,H2AC18
3601,H2AC20
3602,H2BC8
3603,H2BC13
3604,H2BC15
3605,H2BC14
3606,H2BC7
3607,H2BC6
3608,H2BC9
3609,H2BC10
3610,H2BC4
3611,H2BC17
3612,H2BC21
3613,H3C1
3614,H3C4
3615,H3C3
3616,H3C6
3617,H3C11
3618,H3C8
3619,H3C12
3620,H3C10
3621,H3C2
3622,H4C1
3623,H4C4
3624,H4C6
3625,H4C12
3626,H4C11
3627,H4C3
3628,H4C8
3629,H4C2
3630,H4C5
3631,H4C13
3632,H4C14
3633,HYAL3
3634,MAD1L1
3635,PIP5K1A
3636,PIP5K1B
3637,PIP4K2B
3638,PLA2G6
3639,SLC25A11
3640,SPOP
3641,TAGLN2
3642,ULK1
3643,UXT
3644,EEA1
3645,BCAR3
3646,STX7
3647,CMAHP
3648,BFSP2
3649,SNHG3
3650,LTBP4
3651,ZNF282
3652,STK24
3653,RECK
3654,RAD54L
3655,NSMAF
3656,NCK2
3657,GNPAT
3658,DYRK3
3659,DYRK2
3660,DUSP11
3661,DHX16
3662,CUL4B
3663,CUL4A
3664,CUL3
3665,CUL2
3666,CUL1
3667,ATRN
3668,TTF2
3669,TPST2
3670,TPST1
3671,KLF11
3672,SUPT3H
3673,SMARCA5
3674,SORBS2
3675,OGT
3676,CDC42BPA
3677,GPR65
3678,HIRIP3
3679,RAE1
3680,OFD1
3681,SEMA7A
3682,GEMIN2
3683,RGS5
3684,MAP4K3
3685,PPM1D
3686,PPFIBP2
3687,PPFIBP1
3688,PPFIA4
3689,RANBP3
3690,PPFIA1
3691,SLC43A1
3692,PKP4
3693,PIK3R3
3694,PEX3
3695,CNTNAP1
3696,ENC1
3697,NIPSNAP1
3698,NDST2
3699,KCNAB2
3700,ITGA10
3701,IKBKG
3702,ELP1
3703,IFITM1
3704,HAT1
3705,GAS7
3706,DGKZ
3707,DGKE
3708,DGKD
3709,YBX3
3710,COPS3
3711,CBX4
3712,CAMK1
3713,BCAS1
3714,API5
3715,AGPS
3716,PPFIA3
3717,APOL1
3718,LMO4
3719,PIR
3720,CGGBP1
3721,AP3B1
3722,BLZF1
3723,MAPKAPK5
3724,INE1
3725,BHLHE40
3726,PIAS1
3727,CDC14B
3728,CDC14A
3729,CDK10
3730,PRPF18
3731,DEGS1
3732,DENR
3733,THOC5
3734,KMO
3735,YARS1
3736,PDXK
3737,MADD
3738,RRP1
3739,MKNK1
3740,KHSRP
3741,PDLIM4
3742,CASK
3743,AKR7A2
3744,PRKRA
3745,STK16
3746,SCARF1
3747,TNFSF11
3748,RGS20
3749,NOP14
3750,FAM193A
3751,SLC25A12
3752,PLA2G4C
3753,RUVBL1
3754,KLF7
3755,PLPP1
3756,PLPP3
3757,STC2
3758,USO1
3759,CDK13
3760,ASMTL
3761,PSMG1
3762,RFXANK
3763,TP63
3764,JRK
3765,HSD17B6
3766,SKAP1
3767,DNAH17
3768,RTCA
3769,RNASET2
3770,SSNA1
3771,OASL
3772,PCDHGB4
3773,DCHS1
3774,PTCH2
3775,KCNK5
3776,NCOA1
3777,LAMTOR3
3778,NUMB
3779,SOCS1
3780,DDX3Y
3781,DYNLL1
3782,TNKS
3783,ALDH4A1
3784,IRS2
3785,EIF3A
3786,EIF3B
3787,EIF3C
3788,EIF3D
3789,EIF3F
3790,EIF3G
3791,EIF3H
3792,EIF3I
3793,EIF3J
3794,SLC4A4
3795,EIF4G3
3796,VAMP8
3797,VAMP4
3798,STX16
3799,STX11
3800,STX10
3801,BECN1
3802,JMJD7-PLA2G4B
3803,PEA15
3804,SRSF9
3805,JRKL
3806,HYAL2
3807,GALNT4
3808,DGAT1
3809,CDC23
3810,S1PR4
3811,B4GALT4
3812,B4GALT3
3813,B4GALT2
3814,B3GALT4
3815,B3GALNT1
3816,NOL4
3817,TRADD
3818,MBTPS1
3819,EDF1
3820,SNX4
3821,SNX3
3822,URI1
3823,EED
3824,CTNNAL1
3825,ADAM19
3826,GBF1
3827,RNMT
3828,RNGTT
3829,GPAA1
3830,MYOM1
3831,RIPK1
3832,CRADD
3833,TNFSF14
3834,TNFSF13
3835,TNFSF12
3836,TNFSF10
3837,TNFSF9
3838,ADAM23
3839,ADAM15
3840,ADAM9
3841,CDS2
3842,PABPC4
3843,CD164
3844,TNFRSF14
3845,RAB11A
3846,RIPK2
3847,TNFRSF6B
3848,FADD
3849,SNAP23
3850,NAPG
3851,NAPA
3852,MTMR1
3853,SIGLEC5
3854,RIOK3
3855,PSPHP1
3856,TNFRSF18
3857,RGS9
3858,FPGT
3859,TNFRSF11A
3860,TNFRSF10D
3861,TNFRSF10C
3862,TNFRSF10B
3863,TNFRSF10A
3864,DYRK4
3865,PEX11B
3866,PEX11A
3867,SUCLG2
3868,SUCLG1
3869,SUCLA2
3870,CREG1
3871,TRIM24
3872,IL18RAP
3873,IL18R1
3874,CCNK
3875,DPM1
3876,CDKL1
3877,BANF1
3878,DCAF5
3879,DPM2
3880,SAP30
3881,INPP4B
3882,CES2
3883,LIN7A
3884,IQGAP1
3885,NRP2
3886,SYNGAP1
3887,CD84
3888,GMPS
3889,TMEM11
3890,SOCS2
3891,GGH
3892,CFLAR
3893,HDAC3
3894,HCAR3
3895,KSR1
3896,ALKBH1
3897,DLEU2
3898,TSC22D1
3899,KAT2B
3900,CDK5R1
3901,NR1I2
3902,FCGBP
3903,STK19
3904,LDB1
3905,PER3
3906,PER2
3907,SYNJ1
3908,ST3GAL5
3909,IER3
3910,SYNJ2
3911,CDC123
3912,ARHGEF7
3913,VNN2
3914,SPHK1
3915,SQSTM1
3916,SGPL1
3917,FUBP1
3918,CDC16
3919,ZPR1
3920,NAE1
3921,SLC5A6
3922,DDX18
3923,TAX1BP1
3924,MCM3AP
3925,EIF2B4
3926,EIF2B3
3927,EIF2B2
3928,EIF2B5
3929,EIF2S2
3930,CPNE3
3931,BUD31
3932,MTMR3
3933,MTMR2
3934,PRPF4B
3935,CPNE1
3936,AP1S2
3937,AP1G2
3938,AP1M1
3939,SGCE
3940,TIMELESS
3941,BCL10
3942,HERC3
3943,HERC2
3944,HERC1
3945,SNURF
3946,BSN
3947,MBD4
3948,MBD2
3949,RTL8C
3950,RAB29
3951,SKAP2
3952,WASF1
3953,BAIAP3
3954,FUBP3
3955,TOP3B
3956,KYNU
3957,AP3D1
3958,BTRC
3959,H3C7
3960,H2AC11
3961,H2BC11
3962,H1-10
3963,CHRNA6
3964,P4HA2
3965,USP13
3966,WASL
3967,PLOD3
3968,RPS6KA4
3969,STBD1
3970,ATP6V0E1
3971,LIMD1
3972,NOL3
3973,KALRN
3974,F2RL3
3975,TAF1C
3976,TAF1B
3977,TAF1A
3978,SLC25A14
3979,MPZL1
3980,MAP3K14
3981,SOCS3
3982,RNF8
3983,HIP1R
3984,RHBDL1
3985,BAZ1B
3986,CCRL2
3987,SEMA5A
3988,UBA3
3989,UBE2M
3990,SPAG9
3991,BTAF1
3992,RPL14
3993,DOK2
3994,SH2D2A
3995,ARTN
3996,AIP
3997,PSTPIP2
3998,PSTPIP1
3999,MAP7
4000,NFS1
4001,PRC1
4002,SLC7A7
4003,SLC7A6
4004,PAPSS2
4005,PAPSS1
4006,PIAS2
4007,MAP3K6
4008,CLDN12
4009,ASH2L
4010,EIF1AY
4011,TMSB4Y
4012,PKMYT1
4013,PIGQ
4014,SART1
4015,DNAJA3
4016,UNC119
4017,TBX19
4018,USP14
4019,USP6
4020,USP10
4021,USP8
4022,FCGR2C
4023,MTMR6
4024,MTMR4
4025,NMI
4026,MTA1
4027,LATS1
4028,ATP6V0D1
4029,SEC22C
4030,INA
4031,SLC16A6
4032,SLC16A5
4033,SLC16A3
4034,PDLIM1
4035,CNOT9
4036,SMC3
4037,PRPF4
4038,PRPF3
4039,FAM50A
4040,AIFM1
4041,CCNB2
4042,CCNE2
4043,RABEP1
4044,RRP9
4045,ARHGEF1
4046,CBFA2T2
4047,ATG12
4048,PDCD5
4049,SYNGR3
4050,SYNGR2
4051,SYNGR1
4052,HGS
4053,NEMF
4054,NEURL1
4055,DYRK1B
4056,CTDP1
4057,EXO1
4058,FIBP
4059,PCSK7
4060,DGKI
4061,EBAG9
4062,COX7A2L
4063,TMSB10
4064,SCAF11
4065,LPAR2
4066,MYOM2
4067,MAP3K13
4068,AP4M1
4069,ARHGEF2
4070,ZW10
4071,BUB3
4072,REPS2
4073,SLC24A1
4074,DDX21
4075,ZBED1
4076,DEDD
4077,SLC16A7
4078,KCNAB3
4079,SLC33A1
4080,HACD1
4081,ZMYM4
4082,ZMYM3
4083,ZMYM6
4084,ZMYM5
4085,LRRFIP1
4086,LRRFIP2
4087,AURKB
4088,XPR1
4089,FCMR
4090,LARGE1
4091,VAPB
4092,VAPA
4093,MTA2
4094,NOLC1
4095,MAGI1
4096,DLGAP1
4097,RAB11B
4098,DLG5
4099,PTTG1
4100,IL32
4101,CCPG1
4102,TBRG4
4103,PNMA1
4104,MSC
4105,GCNT3
4106,UBE2L6
4107,DHRS3
4108,RPS6KA5
4109,NUMBL
4110,AIMP1
4111,TSPOAP1
4112,MFHAS1
4113,PDLIM7
4114,MAPKAPK2
4115,STK17B
4116,STK17A
4117,CYTH3
4118,CYTH2
4119,CYTH1
4120,ITGB1BP1
4121,BCL7C
4122,BCL7B
4123,COPB2
4124,WDR46
4125,ZBTB22
4126,MED14
4127,ADGRG1
4128,GPR55
4129,GPR52
4130,S1PR2
4131,SRSF11
4132,ATP6V1F
4133,SNORD29
4134,SNORD31
4135,SNORD30
4136,SNORD28
4137,SNORD27
4138,SNORD26
4139,SNORD22
4140,SOCS6
4141,CD83
4142,ZNF235
4143,NREP
4144,PTER
4145,COPS2
4146,TRIP13
4147,TRIP12
4148,TRIP11
4149,TRIP10
4150,HMGN3
4151,TRIP4
4152,ZNHIT3
4153,GTF3C5
4154,GTF3C4
4155,GTF3C3
4156,B4GALT6
4157,TGM5
4158,B4GALT5
4159,CNOT8
4160,TCEAL1
4161,VAMP3
4162,SNAP29
4163,EFTUD2
4164,TAOK2
4165,RPL23
4166,TXNL1
4167,UBE4A
4168,LHX2
4169,PPIG
4170,LONP1
4171,RAB33A
4172,RAB28
4173,KL
4174,RAB9A
4175,SLC9A3R1
4176,NRXN3
4177,KIF3B
4178,ZFYVE9
4179,PLAA
4180,PPT2
4181,TM9SF2
4182,COX5A
4183,GRHPR
4184,COG1
4185,LIPG
4186,CIAO1
4187,TGFBRAP1
4188,HS6ST1
4189,NMT2
4190,CD101
4191,STOML1
4192,RECQL5
4193,RECQL4
4194,GRAP2
4195,SELENOF
4196,LPXN
4197,ZRANB2
4198,PEX16
4199,SNRNP40
4200,ARHGAP29
4201,MED21
4202,TJP2
4203,FADS2
4204,DDX23
4205,CRIPT
4206,CYP7B1
4207,ZNF264
4208,NTN1
4209,KCNK6
4210,CDYL
4211,CHST2
4212,MED23
4213,MED17
4214,MED26
4215,MED27
4216,MED7
4217,QKI
4218,ITM2B
4219,GSTO1
4220,AIM2
4221,MAP4K4
4222,LY86
4223,EIF2AK3
4224,ITM2A
4225,GGPS1
4226,HOMER2
4227,HOMER1
4228,ARHGEF6
4229,RASAL2
4230,PICK1
4231,AKAP7
4232,IL27RA
4233,SH3BP5
4234,CHST3
4235,EIF4E2
4236,AKAP6
4237,THEMIS2
4238,ATG5
4239,ROCK2
4240,NAPSA
4241,MED20
4242,CABP1
4243,MAPK8IP1
4244,STX8
4245,CHST10
4246,PIGL
4247,PIGB
4248,PGS1
4249,PSMF1
4250,KIF23
4251,AKAP5
4252,SLC4A7
4253,SLC4A8
4254,MAGED1
4255,RPH3AL
4256,PMPCB
4257,FXR2
4258,LITAF
4259,SPTLC2
4260,GDF15
4261,TBPL1
4262,NPEPPS
4263,EEF1E1
4264,SCAMP1
4265,TECR
4266,VPS4B
4267,MPDU1
4268,GOSR1
4269,TMEM59
4270,BAG5
4271,BAG4
4272,BAG3
4273,BAG2
4274,POLR1C
4275,ZNF254
4276,GMFG
4277,EI24
4278,TP53I3
4279,CIR1
4280,NRG2
4281,RAB3D
4282,APBA3
4283,CXCL14
4284,ATP6V1G1
4285,ATP5MF
4286,SPAG7
4287,MRPL33
4288,SEC22B
4289,MACROH2A1
4290,ATP5MPL
4291,CHD1L
4292,VPS26A
4293,CCL4L2
4294,MINPP1
4295,H6PD
4296,BCAR1
4297,GTPBP1
4298,GTF2IRD1
4299,GOSR2
4300,NR1D1
4301,CLOCK
4302,SPAG6
4303,BABAM2
4304,CDC42BPB
4305,PREPL
4306,APOBEC3B
4307,ENTPD4
4308,RBM39
4309,KIF20B
4310,CREB5
4311,MAD2L1BP
4312,PRDX6
4313,WTAP
4314,AKAP12
4315,IER2
4316,CYTIP
4317,PITPNM1
4318,PDIA4
4319,NFE2L3
4320,RNF14
4321,VPS9D1
4322,RAB36
4323,RIN1
4324,NCOR1
4325,NCOR2
4326,GDA
4327,RNF7
4328,MTRF1
4329,TRAF4
4330,ABCG1
4331,CELSR1
4332,RGS6
4333,NUP155
4334,SEC24C
4335,ISG15
4336,FEZ2
4337,FEZ1
4338,ARHGEF10
4339,ZNF592
4340,IKBKE
4341,MORF4L2
4342,SH3PXD2A
4343,MICAL2
4344,CTR9
4345,PPM1F
4346,GCC2
4347,RALGPS1
4348,MTFR1
4349,PLCH2
4350,TTC37
4351,HS2ST1
4352,TTLL4
4353,SOCS5
4354,MDC1
4355,IQCB1
4356,ZNF516
4357,PDE4DIP
4358,CEP135
4359,LPIN2
4360,MARF1
4361,DZIP3
4362,SAFB2
4363,ZNF432
4364,EIF5B
4365,IPO13
4366,SDC3
4367,SLC25A44
4368,KIAA0040
4369,TTI1
4370,PPIP5K1
4371,PHF14
4372,FAM53B
4373,DEPDC5
4374,KDM4A
4375,N4BP1
4376,LRRC14
4377,CLINT1
4378,VGLL4
4379,NUP93
4380,BZW1
4381,UBE3C
4382,PRORP
4383,RAPGEF2
4384,EMC2
4385,EDEM1
4386,CROCC
4387,TRAM2
4388,PUM1
4389,ESPL1
4390,PPP6R2
4391,CEP57
4392,KIAA0100
4393,DHX34
4394,ULK2
4395,HERPUD1
4396,KIAA0355
4397,RUBCN
4398,USP6NL
4399,AQR
4400,CCDC144A
4401,UTP14C
4402,TMEM63A
4403,ZNF646
4404,RAB11FIP3
4405,SECISBP2L
4406,DCAF1
4407,CEP104
4408,DOCK4
4409,SART3
4410,HDAC9
4411,KNTC1
4412,USP34
4413,GPRASP1
4414,CCP110
4415,SETD1A
4416,LAPTM4A
4417,IFT140
4418,ARHGAP32
4419,ACAP1
4420,CLSTN3
4421,TCAF1
4422,SLK
4423,PHACTR2
4424,RIPOR2
4425,SNPH
4426,ZSCAN12
4427,STARD8
4428,TBKBP1
4429,KMT2B
4430,HDAC4
4431,TOX
4432,MLEC
4433,LZTS3
4434,KIAA0513
4435,ZFYVE16
4436,SUSD6
4437,JADE3
4438,PCLAF
4439,RASSF2
4440,RAPGEF5
4441,TMEM94
4442,BCLAF1
4443,EIF4A3
4444,ATG13
4445,TM9SF4
4446,KIAA0232
4447,TBC1D5
4448,PIEZO1
4449,RNF144A
4450,MATR3
4451,RIMS3
4452,SNX17
4453,DHX38
4454,KIAA0586
4455,DLGAP5
4456,MTSS1
4457,SPCS2
4458,BMS1
4459,PTDSS1
4460,SERTAD2
4461,CKAP5
4462,MAML1
4463,TATDN2
4464,IST1
4465,MRPL19
4466,DAZAP2
4467,TOMM20
4468,SCRN1
4469,SPOCK2
4470,IP6K1
4471,RNF40
4472,CTIF
4473,DELE1
4474,EFCAB14
4475,SFI1
4476,GIT2
4477,URB2
4478,KEAP1
4479,NUP58
4480,TSC22D2
4481,CUL7
4482,RB1CC1
4483,ARMCX2
4484,ARHGAP11A
4485,SPATA2
4486,ARHGEF11
4487,RGP1
4488,ARHGEF17
4489,DNAJC6
4490,TRIM14
4491,ZNF623
4492,MELK
4493,FAM30A
4494,LCMT2
4495,GINS1
4496,ZEB2
4497,TESPA1
4498,ZBTB24
4499,PLEKHM1
4500,HEPH
4501,ELMO1
4502,GAB2
4503,C2CD5
4504,ZNF518A
4505,KIAA0753
4506,EPM2AIP1
4507,RUSC2
4508,C2CD2L
4509,FARP2
4510,CEP350
4511,PPP1R26
4512,CEP170
4513,LRIG2
4514,PSMD6
4515,MED24
4516,TRIM66
4517,PJA2
4518,TOMM70
4519,SETDB1
4520,AREL1
4521,SEC24D
4522,FCHSD2
4523,TLK1
4524,URB1
4525,ZC3H11A
4526,TOX4
4527,DDX46
4528,ZBTB39
4529,TRANK1
4530,TBC1D4
4531,POM121
4532,LRRC37A
4533,OSBPL2
4534,SMG7
4535,ZBED4
4536,TELO2
4537,TECPR2
4538,FIG4
4539,WASHC5
4540,UBAP2L
4541,SV2B
4542,SV2A
4543,SRGAP3
4544,MRC2
4545,KLHL21
4546,RBM19
4547,SGSM2
4548,SLC35E2A
4549,AP5Z1
4550,G3BP2
4551,DENND4B
4552,RABGAP1L
4553,TMCC2
4554,ARHGAP44
4555,SUPT7L
4556,FAM20B
4557,NCAPD2
4558,SEC16A
4559,RNF10
4560,IQSEC1
4561,ZBTB40
4562,PAN2
4563,ZBTB5
4564,LPGAT1
4565,MFN2
4566,KIF14
4567,JOSD1
4568,HELZ
4569,PUM3
4570,CD302
4571,DCLRE1A
4572,ARHGAP25
4573,RBM8A
4574,EXOG
4575,XYLB
4576,OXSR1
4577,GFPT2
4578,CRYZL1
4579,WDR1
4580,AMMECR1
4581,GOLGA5
4582,HS3ST3B1
4583,HS3ST1
4584,USP15
4585,USP3
4586,MVP
4587,SLC23A2
4588,SLC23A1
4589,TNFSF15
4590,THRAP3
4591,MED12
4592,MED13
4593,NUP153
4594,CCS
4595,NR1D2
4596,CLEC2B
4597,RBX1
4598,DOP1B
4599,THOC1
4600,REC8
4601,RCE1
4602,HNRNPDL
4603,DMTF1
4604,PPP4R1
4605,SLC12A6
4606,PTBP3
4607,DGCR2
4608,CASP8AP2
4609,SCO2
4610,AKT3
4611,MED6
4612,NAALADL1
4613,ACOT8
4614,ABI1
4615,GNPDA1
4616,ZBTB33
4617,TANK
4618,SRA1
4619,HDAC6
4620,HDAC5
4621,PDCD6IP
4622,PDCD6
4623,BCL2L10
4624,BCL2L11
4625,SH2B3
4626,GNE
4627,FRAT1
4628,TROAP
4629,MED16
4630,PIGK
4631,CHAF1A
4632,PARP2
4633,PARP3
4634,TOM1L1
4635,HMGXB4
4636,TOM1
4637,SH2D3C
4638,SH2D3A
4639,RANBP9
4640,DNAJB6
4641,SMC4
4642,GJC1
4643,UBA2
4644,SAE1
4645,FARSB
4646,ABCC5
4647,ABCB6
4648,DNM1L
4649,ABCC9
4650,ABCF2
4651,NR1H3
4652,COX17
4653,SCAMP2
4654,SCAMP3
4655,IL18BP
4656,RWDD2B
4657,MUC12
4658,DPP3
4659,SNUPN
4660,HUWE1
4661,PTPRU
4662,TSSC4
4663,PDCD7
4664,PQBP1
4665,CERT1
4666,UST
4667,ARPC5
4668,ARPC4
4669,ARPC3
4670,ARPC1B
4671,ACTR3
4672,ACTR2
4673,TSPAN5
4674,TSPAN3
4675,NUBP2
4676,TSFM
4677,TSPAN1
4678,PPIF
4679,CTDSP2
4680,ARPC2
4681,RAD50
4682,KIF20A
4683,PREB
4684,HIPK3
4685,FEM1B
4686,ENAM
4687,ACTR1B
4688,ACTR1A
4689,ARL4C
4690,ARL4A
4691,RASGRP1
4692,DNAL4
4693,ZNF263
4694,LRPPRC
4695,FRY
4696,PDIA6
4697,TRAP1
4698,OPTN
4699,BCAP31
4700,NAMPT
4701,RBM12
4702,YAF2
4703,ARFRP1
4704,TOB1
4705,AKAP9
4706,FAM13A
4707,G3BP1
4708,SUGP2
4709,EBI3
4710,MBNL2
4711,ABI2
4712,CEBPZ
4713,PLXNC1
4714,TRIM28
4715,RASA4
4716,AASS
4717,ATP6AP2
4718,FARP1
4719,LPAR6
4720,LPCAT3
4721,WASF2
4722,CHST4
4723,SLC25A13
4724,SLC25A15
4725,ZNF197
4726,SERF2
4727,DHRS9
4728,RCL1
4729,ZNF256
4730,SORBS3
4731,CNIH1
4732,RBM7
4733,RBM6
4734,RBM5
4735,LHFPL2
4736,LHFPL6
4737,TNK2
4738,ALYREF
4739,TXNDC9
4740,RNF41
4741,TSHZ1
4742,ALG3
4743,PRMT3
4744,PSME3
4745,MPHOSPH9
4746,MPHOSPH10
4747,MPHOSPH6
4748,NME6
4749,DHRS2
4750,CALCRL
4751,NUTF2
4752,TRIM13
4753,PATJ
4754,USPL1
4755,EIF1
4756,TOPORS
4757,FLOT1
4758,DDX39A
4759,PSMD14
4760,CTDSPL
4761,KLRG1
4762,GDF11
4763,TRIB1
4764,ZNF443
4765,CD96
4766,PLIN3
4767,MFSD10
4768,STX6
4769,COQ7
4770,NBR2
4771,LRRC23
4772,RASGRP2
4773,HNRNPR
4774,SLC35B1
4775,DCAF7
4776,AP3S2
4777,MRPS31
4778,CALCOCO2
4779,KCNMB2
4780,GPHN
4781,RABEPK
4782,TIMM17B
4783,RIDA
4784,POP7
4785,SRRM1
4786,SPRY1
4787,SPRY2
4788,STAM2
4789,CNKSR1
4790,ABCC4
4791,DENND4A
4792,SF3B4
4793,CDK2AP2
4794,RAMP1
4795,ZMPSTE24
4796,AKAP8
4797,FSTL3
4798,STUB1
4799,STAG1
4800,NET1
4801,UBE4B
4802,PRSS16
4803,SIGMAR1
4804,BET1
4805,CWC27
4806,SAP18
4807,SMNDC1
4808,BCAS2
4809,RGS19
4810,LILRB2
4811,EIF1B
4812,SF3A1
4813,TRAIP
4814,DNAJA2
4815,BCKDK
4816,MAEA
4817,APC2
4818,PAK4
4819,MARCHF6
4820,KATNB1
4821,DLEU1
4822,SNAPC5
4823,APBB3
4824,ZNF267
4825,VPS26C
4826,TCIRG1
4827,RTN3
4828,LANCL1
4829,TNIP1
4830,IKZF1
4831,SMYD5
4832,RRAGB
4833,SIRPB1
4834,AKR1A1
4835,EMC8
4836,RXYLT1
4837,CNPY2
4838,TLR6
4839,PCGF3
4840,TFG
4841,TRIM22
4842,ABCA7
4843,ABCA10
4844,ABCA9
4845,WARS2
4846,HMGB1P5
4847,HMGB1P3
4848,HMGB1P1
4849,NPM3
4850,NPM2
4851,HMG20B
4852,HMG20A
4853,KLF2
4854,MICU1
4855,CITED2
4856,TUBA1B
4857,IRF9
4858,BPNT1
4859,TUBB3
4860,TUBB4A
4861,TUBB4B
4862,BTN3A3
4863,BTN2A2
4864,SYCP2
4865,SCML2
4866,CEPT1
4867,NOD1
4868,ANAPC10
4869,DLC1
4870,ATP8A1
4871,NDRG1
4872,MYL9
4873,RACK1
4874,PEMT
4875,PIAS3
4876,ST3GAL6
4877,NDC80
4878,WFDC2
4879,BASP1
4880,IFITM3
4881,NSA2
4882,SPON2
4883,PRMT5
4884,TESK2
4885,CD2BP2
4886,UBAC1
4887,CDIPT
4888,PGRMC2
4889,ARIH2
4890,TUBGCP3
4891,SEC24B
4892,CFDP1
4893,TMEM147
4894,RBM14
4895,LYPLA1
4896,CDC42EP2
4897,EMG1
4898,IFI30
4899,C1D
4900,TIMM17A
4901,N4BP2L2
4902,ZER1
4903,MCRS1
4904,FAM3C
4905,ACAA2
4906,PPIE
4907,VAV3
4908,TOMM40
4909,TAB1
4910,ECI2
4911,HAX1
4912,GPNMB
4913,BAIAP2
4914,MAD2L2
4915,TACC3
4916,MERTK
4917,SLC30A9
4918,PIBF1
4919,PPIH
4920,COG5
4921,ZNHIT1
4922,TIMM44
4923,PFDN6
