"","logFC","logCPM","LR","PValue"
"2272",-13.9491860140133,6.04711119635538,-77523575.4733045,1
"2274",-14.0032151348354,6.05542257860023,1106.79997321225,1.09888822052087e-242
"2279",-15.7826943005635,4.59701330665214,-77694147.904456,1
"2280",-14.1381608548979,6.08229392046172,974.451599137569,6.42153994314769e-214
"2281",-15.0303467546114,5.14122971361005,-77649200.3304936,1
"2285",-15.0482305111003,5.05143094132398,-77648609.8779581,1
"2286",-15.0412042016422,5.04667824873557,-77648638.1280613,1
"2292",-8.92543594902451,11.8621877193359,180.258704874205,4.25534491390055e-41
"2293",-14.9284012876227,5.17532173601188,-77640175.7529252,1
"2294",-15.3562984127377,4.99700020886781,-77673207.3507246,1
"2299",-16.1424164828075,4.57442915634431,2130.83853250994,0
"2301",-14.9320913839592,5.05059401167736,-77640217.5692345,1
"2303",-15.4716105647715,4.68840298610491,-77679996.0674945,1
"2304",-14.0419612106666,5.79671116841376,4598.61283930456,0
"2305",-13.68929619912,6.41118509295546,3192.44039909068,0
"2306",-14.7968457278343,5.29905614692923,-77626840.3008327,1
"2309",-8.15694493807013,11.6664219981103,902.313034926308,3.08315565421179e-198
"2311",-15.7916145689251,4.73988703922724,1738.41401566667,0
"2313",-14.1986829516184,5.74397047588412,-77558471.5295715,1
"2314",-14.3105540309246,5.46212275378813,-77576500.0111053,1
"2315",-15.0971803787729,5.0736555357182,-77655589.8104116,1
"2318",-13.731744895659,6.42138667781335,2962.06434753775,0
"2322",-15.4955942688001,4.8734590139486,-77680797.7085489,1
"2323",-14.639359899093,5.58614489930227,3455.94047596386,0
"2327",-15.2168973299293,4.82487593824068,11803.1426982619,0
"2330",-13.4971623392613,6.47341902651109,3991.32771136286,0
"2336",-15.1632697358286,5.06615288037668,-77659434.8466401,1
"2337",-15.0849387143385,5.01046344708787,-77652505.06162,1
"2341",-13.4216949783923,7.05685047100055,226.230041121273,3.95855548817351e-51
"2347",-10.2678083096977,9.57006557826549,458.500565891351,1.01904923991841e-101
"2348",-14.7875048405171,4.81737060858958,1993.12480978127,0
"2349",-13.2556622347438,6.34206670018038,724.992609804041,1.09908520342807e-159
"2354",-14.8695012022199,5.37653825621401,-77639459.6861821,1
"2357",-15.942298675234,4.48138015228422,1927.71857067478,0
"2358",-14.2996364108462,5.73344620532014,-77574719.3683706,1
"2359",-13.6109502929533,6.45288537571745,2234.22771157567,0
"2360",-14.6889551112298,5.13432518596327,356.200872212619,1.89166900227048e-79
"2361",-15.6843565528784,4.61855993970658,-77689811.0473937,1
"2362",-14.1516059405209,5.83947548844566,-77551959.3552497,1
"2368",-15.435429270744,4.58996962430635,78.276741432469,8.95702965034403e-19
"2369",-15.3534246583413,4.90870270480095,-77670731.3030045,1
"2373",-15.0339584546509,5.03793505880995,-77648911.9403818,1
"2374",-14.2760283553177,5.56555993511341,6549.47991393154,0
"2377",-15.3448625903722,4.97130947749313,1092.62356379956,1.3246950981432e-239
"2378",-14.31907770359,5.63887357547453,-77575745.1238048,1
"2379",-15.7544709040327,4.72234059978318,-77695597.751888,1
"2380",-12.4688936137292,8.65043645437324,37.1323322582383,1.10378296843262e-09
"2382",-15.1842454099248,4.97949167342797,6294.29291722787,0
"2385",-13.6916052371344,6.25174635092579,34491.1496000826,0
"2387",-14.4268335993228,5.46732986010099,693.622207973108,7.28795962425043e-153
"2389",-14.8379676025308,5.17294866437704,-77631979.1963724,1
"2390",-14.8768362694355,5.21521381314956,-77636140.7187,1
"2392",-15.4755726494136,4.86628234742857,-77678400.5261514,1
"2393",-15.3888379920562,4.83109630044979,-77671716.9389788,1
"2395",-15.2425983753779,5.26481524300006,1233.12053884358,3.86690092355472e-270
"2400",-15.5149379749391,4.67108583088381,-77681260.8563019,1
"2404",-15.1955751438374,4.73809491586402,-77659330.1015357,1
"2405",-11.8232358457842,8.02009718841917,2028.83712098203,0
"2407",-15.2767385066684,4.92892497896398,-77667660.5568187,1
"2410",-15.0607359848433,4.82373306192451,-77650087.5042672,1
"2412",-15.3976683013592,4.79009836718871,652.734510633891,5.68081830412089e-144
"2416",-13.5926878364362,6.42744277048163,3489.93584763782,0
"2418",-14.9574491923598,5.26325003249528,-77644267.3427525,1
"2423",-10.7540396801032,9.11507380371807,548.517023498664,2.6460530917979e-121
"2424",-14.5942092819517,4.99671554216607,544.523626061685,1.95584631686914e-120
"2426",-15.1345350653367,4.77644549023238,-77655696.2069202,1
"2427",-13.1589082211836,6.84356998387894,3646.90714571069,0
"2428",-15.454735433167,4.65363890673174,-77677447.993128,1
"2429",-12.8939662089211,7.41984045900406,389.869693727868,8.83578431241446e-87
"2430",-14.1835078334288,5.86252329956998,12001.0660135265,0
"2432",-14.3137027768383,5.83689108824739,-77574861.6408342,1
"2433",-15.0283026427365,4.96259553550463,-77647824.0237256,1
"2436",-14.7385387547211,5.29655414070467,-77626091.4304915,1
"2439",-14.6468652234816,5.54829335064932,1235.76708469976,1.02850905456197e-270
"2444",-9.58549971801827,10.4253211229028,11.0816814253797,0.000871847096314396
"2447",-14.3156655940154,5.75953466701566,-77576646.1646768,1
"2449",-14.8468918120574,5.27792952609324,-77635134.140048,1
"2452",-15.3552054719582,4.71751076727023,-77669701.5178757,1
"2456",-15.3882550016039,4.85925457778911,-77672462.9606481,1
"2460",-15.4954077015545,4.76566060268159,-77681402.6096958,1
"2462",-14.1895560061821,5.93475049530785,-77560303.5451458,1
"2464",-8.15899917140856,11.4925339618815,917.902761548111,1.25897682329905e-201
"2465",-14.2249837838123,5.72207210260451,-77562717.9268942,1
"2471",-15.0560301958717,5.11140460541374,153.608621724521,2.82007847423643e-35
"2472",-15.3761753376562,4.81302506414938,-77673719.5415774,1
"2473",-15.5483955670719,4.63592379029693,-77683182.6152012,1
"2475",-14.6565211445125,5.50903785016617,833.156054166675,3.33824902229124e-183
"2479",-14.9031834874846,5.24496611876418,612.088266620881,3.93140752336363e-135
"2481",-15.2433233008247,4.90059911015408,-77664100.9975183,1
"2488",-15.0108085240745,5.07185075289148,-77646412.1621819,1
"2492",-14.9044361646296,5.22266948088947,-77639075.5751377,1
"2495",-15.0963331144409,4.78276031455899,-77653358.1015845,1
"2497",-11.9019027230114,7.97569161264291,2001.99274850485,0
"2502",-13.6220381823408,6.44172350042555,34008.0894161707,0
"2505",-11.9576455034081,7.7711840826143,1941.8038933863,0
"2510",-15.0666955004729,5.10463665517564,-77652781.0455565,1
"2513",-15.1711559461851,4.75085979345784,-77658007.4909828,1
"2525",-15.2031319753738,5.00201500637768,-77660598.2146422,1
"2526",-15.4469230105334,4.48833605950177,548.206223536752,3.09179391260549e-121
"2529",-14.6439758691316,5.44617520217902,-77614372.3301461,1
"2530",-13.6211427926045,6.41428411435001,7015.84590332478,0
"2531",-12.8921487752429,6.8613649128371,1140.92185199112,4.21599405039284e-250
"2532",-12.5348536953203,7.4816100242241,2863.36592568334,0
"2534",-14.9176613050556,5.06917804954734,-77638292.0028392,1
"2538",-15.4903844130328,4.58647693300487,-77678527.9276154,1
"2540",-14.3226487404387,5.75716663516653,-77577647.4328586,1
"2541",-15.4906715183636,4.58894242799102,-77678553.253945,1
"2542",-14.4181582363586,5.62360240759484,-77587629.6621156,1
"2547",-12.1258816607085,7.82416598038995,1543.90904045235,0
"2552",-7.26226980542886,12.837961976054,161.575122838504,5.12286811955736e-37
"2554",-14.3849704038251,5.89431045307933,1889.44488400028,0
"2555",-15.2403424856958,4.84535206322321,-77665317.4641757,1
"2558",-11.4810661511514,8.4468123870288,388.586265799974,1.68131977756513e-86
"2559",-13.1436651273543,7.13615518309374,719.395547535246,1.81174169260794e-158
"2563",-11.9291242933793,8.26716982237778,159.268384162446,1.63493242198688e-36
"2566",-15.3663630691789,4.70178058647666,-77672479.0359414,1
"2569",-15.1196750535813,5.18294182752768,1383.81585047702,6.90706783856445e-303
"2570",-15.4528094771884,4.80339556154237,-77680442.5045614,1
"2571",-15.7554901804928,4.81444152408988,1294.95739407485,1.40945858674709e-283
"2572",-15.7237854967662,4.69142289672844,-77691547.8056874,1
"2573",-13.794898164999,6.27498734361981,8969.17020599234,0
"2575",-14.1930987005239,5.97855577881324,4420.10753821294,0
"2576",-15.8044980232415,4.52915348108424,-77694879.5028201,1
"2580",-10.1643654423946,9.70155386741599,860.78159758441,3.29337753838733e-189
"2582",-15.038912662628,4.85127133582677,-77648058.4461254,1
"2585",-10.0564739908439,9.74133917997565,185.01998759033,3.88538920812817e-42
"2586",-15.1385034720562,5.3171291117038,-77658044.7881873,1
"2587",-13.6588299835861,6.51516533409564,1689.49334907204,0
"2589",-14.3672671287319,5.63759903384819,-77582614.7859807,1
"2590",-15.4369093359742,4.88341706091474,-77677863.8277062,1
"2591",-15.6318741979359,4.72419130021056,-77688432.1561197,1
"2595",-11.5675700313029,8.93627572045884,28.7073987968633,8.41814965516282e-08
"2597",-14.8293469399313,5.09951087494055,-77630375.9286225,1
"2599",-15.4560875868114,4.82146803487275,-77678208.6944713,1
"2606",-13.6962804564596,6.42772221816379,30926.5758623397,0
"2609",-12.1564004892443,7.76623571739906,752.902517866843,9.38191086132834e-166
"2610",-14.7924842019444,5.19973916775946,5326.49973860474,0
"2611",-15.9865153939963,4.66060373105339,125.357586685963,4.25023301684265e-29
"2613",-15.4223972624953,4.76987796899152,-77675471.5258635,1
"2615",-15.5014434816407,4.80454392362251,-77682662.5329396,1
"2619",-12.7187414999347,7.23239871560653,5069.15058451766,0
"2621",-10.3441814774678,9.48822780672537,1280.02205487809,2.48161916564557e-280
"2623",-15.3540840483651,4.78254231738917,-77670047.2501713,1
"2624",-15.0944182879742,5.1094676861296,-77653765.6319116,1
"2626",-12.2355128269623,7.44396832751285,514.648613808434,6.17757894636127e-114
"2628",-14.8094514740761,5.13469316899708,-77628991.3705053,1
"2637",-14.0534209740191,5.88705201225343,-77538930.7673503,1
"2638",-15.0446322826263,4.7425979931867,-77645838.7646662,1
"2641",-11.1896770016053,8.73865326042596,555.90247226769,6.54598352622331e-123
"2642",-8.91811568259066,10.8200921544144,513.567211168964,1.06193247786787e-113
"2643",-15.3990841056851,4.7123433374369,-77673711.4747837,1
"2645",-14.3290581318273,5.74102022048572,-77577284.4544608,1
"2653",-13.7843428745757,6.38144007326775,2494.52022566529,0
"2654",-15.2716375302801,4.90270835040562,-77666354.6875311,1
"2655",-14.1185483851684,5.84148308029496,-77547536.7319897,1
"2659",-14.9896082049926,5.17081645227697,-77646099.7723681,1
"2660",-14.8786879747316,5.83245453400058,66.5423753310792,3.42452123626979e-16
"2662",-14.7607198162806,5.1821648345185,-77623236.7821155,1
"2666",-15.5264258473096,4.63122866761173,-77679219.9269386,1
"2667",-12.7359882569477,7.23006880909185,2921.34809538725,0
"2671",-15.2252302764143,4.91510743485721,-77662651.9491906,1
"2675",-15.5430028774195,4.9130904727656,5507.33162901637,0
"2676",-14.3434934819649,6.57381563329268,26.5662711148784,2.54650925027591e-07
"2677",-14.5490668436644,5.4393596674975,-77606615.681344,1
"2680",-3.21979807118837,16.5393603100501,185.646577338161,2.83560583819103e-42
"2688",-11.1358847713858,8.78801747024669,1464.83681713769,1.71193746283992e-320
"2690",-10.1455969989801,9.66667337951633,1254.64261615273,8.13115244039914e-275
"2694",-14.2414169357003,5.8794803694349,2239.61353474445,0
"2696",-15.0138527629218,5.23320276519259,-77649998.229262,1
"2697",-12.5842770756838,7.41910806735889,2297.26562251595,0
"2698",-14.856207903931,5.143347339758,-77634157.709786,1
"2700",-11.6779370212521,8.10035197531565,615.394587179557,7.50626080652216e-136
"2701",-15.0153756380232,5.14343996977891,-77648383.0323904,1
"2708",-15.0931736588931,4.96667693160651,-77653630.6557333,1
"2709",-14.0074845624607,6.03671276046907,15045.3895897124,0
"2710",-13.9453849420146,5.96342484251875,5983.52702864396,0
"2712",-14.428251150776,5.52781992948189,-77590083.1717486,1
"2713",-15.1068341191468,5.00647133579475,6100.57076043966,0
"2714",-15.1675174925561,5.18963273127901,-77661544.0707268,1
"2718",-14.4591953649831,4.90800102452034,339.562825980431,7.944736571179e-76
"2721",-14.6053339511078,5.63558930379866,-77610999.4828749,1
"2723",-10.9441983440187,8.84107413454484,299.630139327453,3.96599092631862e-67
"2724",-15.1645059839023,4.9911479660886,-77658940.5017413,1
"2725",-14.9930899630618,4.9156459879165,1161.36745910227,1.51824762511121e-254
"2726",-14.577669956499,5.60282435980896,74227.2650482431,0
"2729",-14.5412780299864,5.52787730017514,-77602451.5335775,1
"2733",-8.4973061713628,11.2964892768272,955.186044773139,9.89528650058386e-210
"2738",-15.3414314860343,4.91610060182056,-77671650.6401763,1
"2739",-14.8526806186928,5.3315951295014,-77635435.2678079,1
"2746",-15.6689314911189,4.63729893736,-77687741.192696,1
"2747",-14.9123273660934,4.92792022427742,-77636776.6043931,1
"2750",-14.1582129801207,5.91938410271194,-77557781.1220718,1
"2752",-14.7385019454529,5.16025952574826,16863.5118622553,0
"2755",-15.2492155058089,5.03553011356887,-77664685.9899264,1
"2756",-15.3165728384752,4.75231749213007,-77667868.2665123,1
"2757",-15.7252762839146,4.9057172651658,1850.73937544334,0
"2759",-13.8621405272602,6.24122327680681,8551.37981761443,0
"2760",-15.275622244396,4.99094742585128,-77667210.2518744,1
"2761",-15.3142022984098,4.92989060515257,-77669268.5169917,1
"2766",-14.8561415034486,5.28067306613824,8690.82500977353,0
"2768",-14.8431841619353,5.42184448782209,784.540475162351,1.23959831032744e-172
"2769",-15.0508907077393,5.11497475325555,-77650582.133754,1
"2772",-15.2447128020659,5.03566653800568,596.043312287929,1.21454833453285e-131
"2778",-14.1339551423798,5.85214591342443,-77554205.5131593,1
"2780",-8.18235946994209,11.5895602115852,686.4999553545,2.57880350789196e-151
"2781",-14.928144189764,5.36190829306474,-77640323.7601549,1
"2791",-15.5609630690671,4.86109816085264,471.726062181136,1.34947989130279e-104
"2794",-13.2891513027834,6.56366884913342,33321.3686072573,0
"2796",-15.9106458588289,4.73306924215065,-77701730.3569895,1
"2797",-15.1692604192114,4.99737740448841,3405.97251834221,0
"2801",-8.92316855665491,10.781569309875,1009.6229474188,1.45409883472928e-221
"2802",-14.764520526394,5.1973291877595,-77625537.6175816,1
"2805",-15.010427630803,4.94091176090697,-77646354.2478209,1
"2808",-15.7240261073758,4.62959465261283,7254.39277319783,0
"2810",-15.3820509514515,4.76219165421561,-77672526.3653878,1
"2811",-14.8305944655607,5.32399749261033,-77630956.9432629,1
"2812",-15.4508123079313,4.55059854258563,-77676669.8662545,1
"2822",-13.9604699054229,5.99063471053479,14715.988132366,0
"2823",-15.243328379536,4.72715899884201,-77661722.589295,1
"2824",-14.4756994499058,5.3757537147076,4274.95811120667,0
"2826",-15.3307877132102,5.45040077571571,835.515140204847,1.02479544025979e-183
"2830",-14.221092668878,5.66159460265547,540.41326780779,1.53294661959252e-119
"2831",-14.3847484067671,5.73032014409864,-77587186.2398713,1
"2832",-14.5213014937113,5.19522800613024,2346.13000597152,0
"2839",-15.0614229963919,4.91656592061579,1642.57015658624,0
"2840",-15.373497076048,4.65536506097647,-77672285.0142646,1
"2841",-14.6284936766751,5.27692813081286,-77611262.8163982,1
"2842",-12.1096242219347,7.62308967328919,68.2539690244261,1.43737439491495e-16
"2845",-13.4027010794155,6.60801983867224,10582.7055857862,0
"2847",-14.6081711364465,5.3808582717959,-77610793.1370059,1
"2848",-14.4879328145634,5.49656352934603,792.58649143448,2.20749978392638e-174
"2850",-15.5874884462371,4.99043163548604,547.544671445285,4.30651538414696e-121
"2851",-14.4479203672323,5.5917869253773,-77592487.7975344,1
"2852",-14.1805455345996,5.76709595567017,-77558402.6846958,1
"2863",-15.4296252199255,4.86921489629342,-77677606.7541779,1
"2864",-7.08260405475192,12.1807340561252,66.7530719104581,3.07737491857155e-16
"2867",-14.2067752868317,5.81717727211057,-77562163.0004848,1
"2868",-15.0976728837678,5.03514690255523,-77654367.2949557,1
"2872",-13.8298756992408,6.25736544654338,4808.45803519606,0
"2876",-13.2328510890995,6.69421893265308,3301.18263663292,0
"2877",-14.7025465367389,5.23304003331835,-77621640.7770642,1
"2883",-14.8203975858606,5.20572432995476,-77629372.1134946,1
"2884",-15.1481360305189,5.07653263755047,-77658427.9235845,1
"2885",-14.7561540804225,5.18111361057654,-77626004.2798103,1
"2886",-14.9801134756715,5.26910875303819,-77645514.3630837,1
"2887",-14.007496764263,5.96819363385148,12668.6676961329,0
"2888",-12.7718052345548,7.11633935276752,1145.6759859073,3.90527429701139e-251
"2892",-15.1701969725311,5.0226541805399,-77660157.9349382,1
"2895",-14.7457397995936,4.79739669585477,1151.9115773837,1.723587893207e-252
"2898",-13.4117154155772,6.80108017819506,9.76289826866173,0.00178068966438456
"2899",-13.746714187163,6.32601526233829,2358.20700191027,0
"2900",-13.6809042596782,6.24728366715894,-77471363.6819413,1
"2902",-12.9294394536602,6.99794555840331,3504.87930503568,0
"2904",-13.9999214887645,6.10091869395746,-77528095.4647292,1
"2909",-12.7052542755812,7.20500385048195,3254.81887678861,0
"2911",-14.9842386181407,5.13014080961556,-77645772.0785302,1
"2914",-12.8201288821904,7.18241580026296,2840.30680319976,0
"2915",-12.804703791767,7.46308878976519,427.39626782007,5.99230740896237e-95
"2919",-13.4252947376542,6.51844494403231,5860.62356542409,0
"2925",-8.36715269475054,11.4407103439787,578.339100850525,8.6170970531676e-128
"2929",-13.7591717916076,6.54743887063853,793.701557475754,1.26317242706964e-174
"2932",-13.7446911562124,6.34519153320362,5775.69556841542,0
"2937",-7.64878490965435,12.4908706257764,122.583255017359,1.72042412504228e-28
"2945",-14.4809132820347,5.61486968440001,-77596073.0440411,1
"2949",-14.6275971134784,5.54597595693724,-77614424.3031669,1
"2951",-14.5542587564295,5.44147258965397,263.390506538186,3.12957034933937e-59
"2952",-15.3574753183618,6.56021409106971,25.6640502035382,4.06326296404916e-07
"2959",-14.0761650944978,5.76076017480145,369.429822082004,2.49080521548702e-82
"2965",-14.5704187397144,5.46913835345961,-77604758.2264755,1
"2970",-15.1997680581877,4.63832668377214,-77659491.361057,1
"2972",-15.4106145660542,4.84275783273225,-77675125.2972329,1
"2974",-14.5275554280086,5.52284234631978,-77604133.1518458,1
"2976",-15.1822930378784,4.98603654615731,-77660781.380969,1
"2977",-14.1393867676757,5.78681476506043,8528.96558740393,0
"2979",-14.1135797352949,5.9370351095395,3069.09957392736,0
"2983",-10.7740029583186,9.07490480199727,1699.21780925511,0
"2984",-14.6935408903189,5.43882225035074,-77620976.3807611,1
"2994",-15.2301993208759,4.8178136182896,-77662583.6810817,1
"2996",-13.9716247194283,6.11562911588692,-77525042.6694781,1
"3001",-15.6668481051965,4.71043378537116,-77689382.3844548,1
"3003",-9.4657467708646,9.93287516937635,154.175687612402,2.11999250780074e-35
"3004",-15.8062504327781,4.76640386358307,-77697509.8622189,1
"3005",-15.3133104913762,4.92309829233713,-77668395.3746058,1
"3008",-15.035972887417,5.01216996915212,-77649206.3898351,1
"3011",-15.6546606315205,4.70233215658778,-77688973.6047146,1
"3012",-21.7352970868541,10.0153268130338,32.0401404455308,1.51019615263665e-08
"3016",-14.1388431102355,6.29043456273934,1276.1488453821,1.72364936958936e-279
"3018",-14.6133642525399,5.50066142814098,6553.36361661761,0
"3020",-14.9736622568556,5.207278151823,-77644390.9859325,1
"3021",-12.4567020308935,7.3012261037524,615.081771215895,8.77931891250523e-136
"3022",-14.6641622741187,5.40717129535226,-77617387.7093894,1
"3024",-15.1563661463948,4.90619480597981,-77657843.9391211,1
"3025",-11.3336338458446,8.59745009782558,812.477247021048,1.04546388436295e-178
"3026",-9.48237939047507,10.4095898361374,842.052664426237,3.88457386191524e-185
"3028",-11.5183136934184,8.65977237467291,484.634758928947,2.09527224457368e-107
"3035",-10.2418826886069,9.67660988753454,534.480177941596,2.99412196751138e-118
"3038",-14.7697315235877,5.00788727883946,-77623891.7864577,1
"3042",-14.1318899885388,5.65932401059971,-77549142.040425,1
"3045",-11.1610631295334,8.69342734770406,499.164849153011,1.44438364832112e-110
"3047",-8.40689288592855,11.4330160434905,1089.46462351144,6.43722463700402e-239
"3049",-15.0907122983349,5.11357461713019,-77654433.1865853,1
"3050",-14.0696230385654,5.89941823416001,-77540812.4746633,1
"3051",-9.59939150969488,10.2718572458933,1036.06819226683,2.5970381755999e-227
"3052",-12.8412534056884,7.04436108393123,5323.88813685036,0
"3054",-14.9487173419957,5.36617464799772,-77643733.7434999,1
"3056",-14.3585251651181,5.44829634935239,-77579734.1644726,1
"3062",-14.9537146009408,5.23165911820375,-77643178.4927373,1
"3064",-14.5947893636102,5.40181859529233,-77606205.8051627,1
"3068",-14.8978713802791,5.23362554019185,-77637901.470728,1
"3070",-10.2734212350685,9.58351643812775,1335.54994644385,2.12715627478987e-292
"3072",-14.3582098950947,5.78675842415414,-77580136.7700075,1
"3074",-14.6382034786576,5.41610105348962,-77617177.6809119,1
"3076",-15.4543237100905,4.4721462824496,2655.7936834018,0
"3077",-15.3881340532445,4.90397385452249,-77676200.2784443,1
"3083",-15.2082959746891,5.00814290003362,-77663641.337726,1
"3085",-14.8523245255723,5.19880008268712,-77633226.1718513,1
"3086",-15.1749125725488,4.87304611616922,4158.62805503841,0
"3087",-12.7469512044172,7.2913713067049,3227.24074084236,0
"3091",-14.3858758173861,5.61545151859205,-77583231.3703288,1
"3094",-14.9410089560095,5.31490013262402,-77646010.5972249,1
"3095",-15.2491547349954,4.90346769137842,-77665022.0183762,1
"3098",-13.2487260594763,6.71348277107905,4297.22329160623,0
"3100",-14.8157291486954,5.30850379333009,-77631449.2208881,1
"3102",-14.6630872900652,5.40865204759984,7767.57829458454,0
"3106",-14.4001377189315,5.54905272449969,-77585877.821869,1
"3108",-14.8205809359234,5.23013874046787,2452.47297328423,0
"3110",-15.4721184749539,4.79753344360249,-77678887.1257606,1
"3112",-14.3391844302343,5.60155556883055,3613.56840164103,0
"3114",-14.8299976278951,5.29081523891154,-77633797.9686084,1
"3115",-11.8037056852107,7.9386729867405,634.433175248127,5.42814803585723e-140
"3117",-14.4828408335052,5.4972915600645,29452.7700219563,0
"3121",-12.6310490614711,7.67720849504697,937.35252986669,7.4475055050222e-206
"3125",-14.004731054256,5.97592219522393,3725.05558526622,0
"3126",-14.9747915601986,5.3494937811866,-77645239.3103017,1
"3129",-14.0168305975785,5.97634004958569,2181.32128894659,0
"3131",-13.4736477366384,6.78431828248192,2456.1012142932,0
"3134",-14.0176178341574,5.96759080794673,9986.42902688149,0
"3135",-12.8193802632548,7.0565293293712,3350.31157534535,0
"3136",-14.1959932486946,5.82822758728372,-77563623.4001044,1
"3137",-15.232819008159,4.97922162883591,375.415625371952,1.23898884812832e-83
"3138",-13.5353469703301,6.5258631341256,440.98143068486,6.61987230044555e-98
"3139",-14.924407037579,5.07356474746846,-77639542.5611259,1
"3140",-14.894905475668,5.36382220854301,-77637472.6831089,1
"3144",-14.7138691656611,5.38420692338712,-77622519.9963789,1
"3145",-15.6124302786999,4.89046168920295,-77685949.8279574,1
"3146",-15.4607913254946,4.78849108281542,-77676931.5784668,1
"3148",-15.3152287092514,5.09135561098826,-77669073.554,1
"3150",-15.2785096969491,5.04030006408146,-77667526.0283066,1
"3151",-13.5543979350312,5.96670197032909,453.663651445981,1.15029902552063e-100
"3153",-9.33774606625255,11.4419740559494,50.2735704015728,1.33738665777532e-12
"3155",-14.8584113595973,5.23301689861361,-77634502.659201,1
"3157",-14.8624220647451,5.08852383605555,-77633672.2153293,1
"3161",-14.981316344405,4.79671791764091,-77643810.2326901,1
"3164",-10.0405881931008,9.87109637585095,660.301157425607,1.28481101150889e-145
"3166",-14.7413964456869,5.29881927190613,-77625546.4789992,1
"3168",-15.548815754257,4.80682612749233,-77682753.1422627,1
"3176",-14.3294390435377,5.79148484400346,-77579003.6055423,1
"3178",-13.9881360762655,6.04838104784107,-77529527.9615831,1
"3181",-13.895416496774,6.26235110722583,4510.08023486612,0
"3182",-13.6548333996807,6.27133104428613,-77467459.5025568,1
"3186",-13.6681061071806,6.33099445178116,-77473304.8255198,1
"3187",-13.2060374222368,6.77287853613295,5871.06598806538,0
"3189",-15.1614858175083,4.93462926913157,-77658963.291737,1
"3190",-15.2258039979313,4.90464019700713,-77663273.8420607,1
"3193",-14.9185376689182,5.1969901376346,-77641154.1479209,1
"3194",-14.4971137923851,5.65713949975974,2697.14811601721,0
"3198",-12.7574841621172,7.10588594942744,2061.66894779534,0
"3199",-15.6523529683663,4.52243408762706,-77688643.4933446,1
"3200",-11.4409773387479,8.83248189565829,429.650413100224,1.93631349563895e-95
"3201",-14.2381487954123,5.67411230368796,-77562109.5700691,1
"3205",-14.7213034655342,5.28298854981858,-77621574.9915475,1
"3206",-14.5032545452206,5.17913046334497,446.107766593077,5.07202474428903e-99
"3209",-14.0227147625156,6.04810423839872,444.404445887101,1.19091224270559e-98
"3210",-14.9209831095147,5.22257608037724,-77639160.3470988,1
"3211",-14.3537801972979,5.79426728984164,-77582144.2879133,1
"3212",-14.2016629399491,5.74435773147627,7141.93707364075,0
"3213",-15.7479527145879,4.62534873913076,-77693461.2144412,1
"3214",-10.3243526007923,9.48558914617577,1517.4943575345,0
"3217",-5.11863958304178,14.7948221609421,491.781521481361,5.83679927138146e-109
"3221",-15.1880374504668,4.99790129566393,711.246330601187,1.07187276478939e-156
"3226",-14.4526943200528,5.41857226144427,677.20128894676,2.71363075313605e-149
"3227",-15.5098033295782,4.75733578494308,-77681257.7761363,1
"3228",-15.8877792226817,4.75342372196924,1122.47020856908,4.31675854219617e-246
"3230",-14.4770667908764,5.68933191337282,-77597115.7798532,1
"3238",-14.3822758159853,5.6350636120212,40740.5189762733,0
"3239",-14.8574695607172,5.26736607910433,-77635113.0320616,1
"3240",-15.0325731555617,5.09217846227447,-77649439.7291616,1
"3242",-10.5867264035815,9.17063024078971,164.805532689419,1.00876750509331e-37
"3243",-15.6598078180447,4.7670663925274,484.118133196074,2.71428202529517e-107
"3249",-15.2199663871552,5.04264122023734,-77663488.6071736,1
"3251",-12.4652461442142,7.41890609179326,1321.08033805012,2.9661754897002e-289
"3253",-15.4643601111099,4.78284288999434,-77679894.3349315,1
"3256",-14.3025235983284,5.74133889100208,-77573914.3815069,1
"3259",-13.3559572786863,6.61087920938757,6367.54891360789,0
"3260",-14.0115356892778,5.96431613321781,-77531587.19074,1
"3261",-15.0560864477284,4.91544364976348,1908.98143909213,0
"3262",-15.5669393344771,4.6887602387712,2261.19247842703,0
"3266",-14.3340353370127,5.80576570314443,2677.18341352285,0
"3268",-14.4293816195017,5.63043747010432,-77590282.4244276,1
"3269",-15.3649856258732,4.92214285475984,-77672634.2588954,1
"3273",-15.1731826038223,4.98082949560759,-77660726.5771643,1
"3275",-14.4708819963349,5.69530902670152,-77597244.2312147,1
"3283",-14.8720665007903,5.4173016171663,-77638705.488316,1
"3284",-13.0144464158301,6.99561952876322,5103.84548661403,0
"3285",-13.9137819721181,6.82224882711084,52.0121560744671,5.5158103165472e-13
"3288",-14.385719189024,5.8499187127607,21608.1141001473,0
"3292",-12.8615694795023,7.21233715893697,2754.24237572697,0
"3293",-13.3149139105719,6.73322222241337,2297.08864297334,0
"3294",-14.7965089179185,5.4840020087007,11889.5307332347,0
"3297",-15.1842832993054,4.98496780983757,-77657667.4096028,1
"3298",-13.7391368124112,6.21979556244487,53457.0077090012,0
"3306",-12.8521879907166,7.29761588589592,454.906691792147,6.17015944777025e-101
"3307",-14.5687204357118,5.27795487625751,-77606285.3103935,1
"3311",-12.535770833281,7.39362041744339,2248.45945644145,0
"3313",-8.61485385149045,11.2305777269819,561.099838856883,4.84582243492595e-124
"3316",-14.6608631764569,5.39774563921619,15488.3438320259,0
"3317",-15.4632973492528,4.70143533979477,-77678887.2212723,1
"3322",-13.5487932407608,6.49205115355598,1007.77581689778,3.66513586487801e-221
